ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001557249-17-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000003	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000003	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000003	priorAgent							0	0.0
0001557249-17-000003	currentAgent							0	0.0
0001557249-17-000003	dividendReinvDirectPurchasePlan							0	
0001557249-17-000003	dividendAndInterest							0	0.0
0001557249-17-000003	directRegistrationSystem							0	
0001557249-17-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000002	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000002	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000002	priorAgent							0	0.0
0001557249-17-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000002	dividendReinvDirectPurchasePlan							0	
0001557249-17-000002	dividendAndInterest							0	0.0
0001557249-17-000002	directRegistrationSystem							0	
0001557249-17-000002	currentAgent							0	0.0
0001557249-17-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000001	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000001	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001557249-17-000001	priorAgent							0	0.0
0001557249-17-000001	currentAgent							0	0.0
0001557249-17-000001	dividendReinvDirectPurchasePlan							0	
0001557249-17-000001	dividendAndInterest							0	0.0
0001557249-17-000001	directRegistrationSystem							0	
0001557249-17-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000868275-17-000009	directRegistrationSystem							0	
0000868275-17-000009	currentAgent							0	0.0
0000868275-17-000009	dividendAndInterest							17	239473787.92
0000868275-17-000009	dividendReinvDirectPurchasePlan							17	
0000868275-17-000009	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000868275-17-000009	priorAgent							0	0.0
0000868275-17-000009	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000868275-17-000009	transMaintainMasterSecHolder	0.0	0.0	17.0	0.0	0.0	0.0		
0000868275-17-000009	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001568437-17-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001568437-17-000004	transMaintainMasterSecHolder	7800.0	1923.0	0.0	0.0	0.0	0.0		
0001568437-17-000004	securityHolderAccounts	92.0	8.0	0.0	0.0	0.0	0.0		
0001568437-17-000004	priorAgent							0	0.0
0001568437-17-000004	currentAgent							0	0.0
0001568437-17-000004	dividendReinvDirectPurchasePlan							0	
0001568437-17-000004	dividendAndInterest							0	0.0
0001568437-17-000004	directRegistrationSystem							0	
0001568437-17-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000032	priorAgent							0	0.0
0001018490-17-000032	securityHolderAccounts	2.0	86.0	0.0	0.0	12.0	0.0		
0001018490-17-000032	transMaintainMasterSecHolder	1.0	25602.0	0.0	0.0	2335.0	0.0		
0001018490-17-000032	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000032	currentAgent							0	0.0
0001018490-17-000032	directRegistrationSystem							0	
0001018490-17-000032	dividendAndInterest							0	0.0
