ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001557249-17-000003	1	31-MAR-2016	0	0
0001557249-17-000002	1	31-MAR-2015	0	0
0001557249-17-000001	1	31-MAR-2014	0	0
0000868275-17-000009	31	21-OCT-2016	19	6
0000868275-17-000009	32	24-OCT-2016	3	3
0000868275-17-000009	35	27-OCT-2016	23	21
0000868275-17-000009	34	26-OCT-2016	28	19
0000868275-17-000009	30	20-OCT-2016	9	4
0000868275-17-000009	33	25-OCT-2016	6	4
0000868275-17-000009	29	19-OCT-2016	20	13
0000868275-17-000009	28	13-OCT-2016	7	5
0000868275-17-000009	27	10-OCT-2016	2	2
0000868275-17-000009	26	30-SEP-2016	12	9
0000868275-17-000009	25	28-SEP-2016	23	20
0000868275-17-000009	24	27-SEP-2016	6	4
0000868275-17-000009	23	26-SEP-2016	3	3
0000868275-17-000009	22	02-SEP-2016	4	3
0000868275-17-000009	21	24-AUG-2016	27	20
0000868275-17-000009	20	23-AUG-2016	1	0
0000868275-17-000009	19	19-AUG-2016	5	4
0000868275-17-000009	1	05-JAN-2016	1	1
0000868275-17-000009	2	15-JAN-2016	1	1
0000868275-17-000009	3	11-FEB-2016	2	1
0000868275-17-000009	4	29-MAR-2016	1	1
0000868275-17-000009	5	30-MAR-2016	1	0
0000868275-17-000009	6	06-APR-2016	5	4
0000868275-17-000009	7	11-MAY-2016	7	7
0000868275-17-000009	8	12-MAY-2016	9	6
0000868275-17-000009	9	13-MAY-2016	3	2
0000868275-17-000009	10	10-JUN-2016	5	4
0000868275-17-000009	11	14-JUN-2016	10	7
0000868275-17-000009	12	17-JUN-2016	4	4
0000868275-17-000009	13	21-JUN-2016	5	5
0000868275-17-000009	14	23-JUN-2016	2	2
0000868275-17-000009	15	29-JUN-2016	1	1
0000868275-17-000009	16	22-JUL-2016	1	1
0000868275-17-000009	17	03-AUG-2016	2	1
0000868275-17-000009	18	16-AUG-2016	1	0
0001568437-17-000004	1		0	0
0001018490-17-000032	8	03-NOV-2016	1	1
0001018490-17-000032	7	05-OCT-2016	11	10
0001018490-17-000032	6	07-SEP-2016	8	4
0001018490-17-000032	9	20-DEC-2016	6	3
0001018490-17-000032	5	15-AUG-2016	8	1
0001018490-17-000032	1	07-JAN-2016	0	0
0001018490-17-000032	4	05-JUL-2016	1	0
0001018490-17-000032	3	04-MAR-2016	3	2
0001018490-17-000032	2	04-FEB-2016	5	4
0000839097-17-000007	1		0	0
0001689934-17-000001	1		0	0
0001133702-17-000004	19	05-OCT-2016	799	568
0001133702-17-000004	20	07-OCT-2016	93041	70726
0001133702-17-000004	21	04-NOV-2016	663	463
0001133702-17-000004	22	07-NOV-2016	117973	102069
0001133702-17-000004	23	05-DEC-2016	971	647
0001133702-17-000004	24	07-DEC-2016	97193	84974
0001133702-17-000004	25	06-JAN-2016	4319	2854
0001133702-17-000004	26	08-FEB-2016	6342	4216
0001133702-17-000004	27	07-MAR-2016	6071	4116
0001133702-17-000004	28	06-APR-2016	3619	2360
0001133702-17-000004	29	06-MAY-2016	6373	4280
0001133702-17-000004	30	13-JUN-2016	5666	3881
0001133702-17-000004	31	07-JUL-2016	7781	5791
0001133702-17-000004	32	08-AUG-2016	7821	5489
0001133702-17-000004	33	07-SEP-2016	2348	1536
0001133702-17-000004	34	06-OCT-2016	9561	6764
0001133702-17-000004	35	07-NOV-2016	13844	9900
0001133702-17-000004	36	06-DEC-2016	7209	4959
0001133702-17-000004	1	04-JAN-2016	319	207
0001133702-17-000004	2	08-JAN-2016	125796	104770
0001133702-17-000004	3	02-FEB-2016	388	255
0001133702-17-000004	4	08-FEB-2016	45972	34745
0001133702-17-000004	5	01-MAR-2016	1066	745
0001133702-17-000004	6	07-MAR-2016	51001	36248
0001133702-17-000004	7	01-APR-2016	658	483
0001133702-17-000004	8	07-APR-2016	109421	82089
0001133702-17-000004	9	02-MAY-2016	574	425
0001133702-17-000004	10	06-MAY-2016	118772	91979
0001133702-17-000004	11	06-JUN-2016	1117	777
0001133702-17-000004	12	07-JUN-2016	80444	62877
0001133702-17-000004	13	05-JUL-2016	455	325
0001133702-17-000004	14	08-JUL-2016	149764	118525
0001133702-17-000004	15	04-AUG-2016	463	312
0001133702-17-000004	16	05-AUG-2016	70339	53679
0001133702-17-000004	17	08-SEP-2016	977	658
0001133702-17-000004	18	12-SEP-2016	88162	67027
0001133702-17-000003	1	06-JAN-2016	0	0
0001511164-17-000647	1	07-NOV-2017	0	0
0001511164-17-000616	1	29-SEP-2016	56	25
