ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001511164-16-001044	serviceCompany	1	Island Capital Management LLC (D.B.A. Island Stock Transfer)	084-06085	15500 Roosevelt Blvd Suite 301 Clearwater  33760
0001133702-16-000019	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston  02210
0001018490-16-000044	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0000842657-16-000049	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City  64105
0001133702-16-000016	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston  02210
0000740583-16-000460	asServiceCompany	1	Rydex Fund Services, LLC	084-05475	805 King Farm Blvd.  Suite 600  Rockville  20805
0001654954-16-002142	serviceCompanyTransferAgent	1	Direct Transfer, LLC.	084-06338	    
0001630490-16-000009	asServiceCompany	1	Boston Trust & Investment Management Inc.	085-00174	1 Beacon Street  Boston  02108
0001169743-16-000030	asServiceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0001169743-16-000030	serviceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0000817712-16-000020	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0000735286-16-000022	asServiceCompany	1	Ascensus College Savings Recordkeeping Services, LLC.	084-06488	95 Wells Avenue Suite 160 Newton  02459
0000721748-16-001623	serviceCompany	1	Pacific Stock Transfer Company	084-01145	6725 Via Austi Parkway Suite 300 Las Vegas  89119
0000721748-16-001622	asServiceCompany	1	Capital Transfer Agency, ULC	084-06117	121 Richmond Street W Suite 401 Toronto  M5H 2K1
0001654954-16-001860	serviceCompany	1	Direct Transfer LLC	084-06338	500 Perimeter Park Dr Suite D Morrisville  27560
0001288763-16-000011	asServiceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288763-16-000011	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-16-000011	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288763-16-000011	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue 8th floor Toronto  M5J 2Y1
0001288763-16-000011	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288763-16-000011	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288777-16-000014	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th floor Toronto  M5J 2Y1
0001288777-16-000014	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288777-16-000014	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288777-16-000014	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288777-16-000014	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288777-16-000014	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001018490-16-000042	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0000842657-16-000047	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City  64105
0001410578-16-000888	asServiceCompany	1	Equity Financial Trust Company	084-01990	200 UNIVERSITY AVE, SUITE 400 TORONTO  MSH 4H1
0001145893-16-000008	asServiceCompanyTransferAgent	1	U.S. Bank Trust National Association	085-11299	    
0001145893-16-000008	asServiceCompanyTransferAgent	2	Wells Fargo Bank, N.A.	085-10133	    
0001145893-16-000008	asServiceCompanyTransferAgent	3	BOKF, National Association	085-10438	    
0001145893-16-000008	asServiceCompanyTransferAgent	4	Commerce Bank	085-10700	    
0001145893-16-000008	asServiceCompanyTransferAgent	5	Bank of America, N.A.	085-10189	    
0001145893-16-000008	asServiceCompanyTransferAgent	6	Deutsche Bank National Trust Company	085-11220	    
0001145893-16-000008	asServiceCompanyTransferAgent	7	Deutsche Bank Trust Company Americas	085-05212	    
0001573302-16-000016	asServiceCompany	1	Equity Financial Trust Company	084-01990	200 University Avenue Suite 400 Toronto  M5H 4H1
0000883757-16-000021	asServiceCompany	1	Registrar and Transfer Company	084-00436	10 Commerce Drive  Cranford  07016
0000883757-16-000021	serviceCompany	1	TSX TRUST COMPANY	084-06502	200 University Avenue Suite 300 Toronto  M5H 4H1
0001253179-16-000015	serviceCompany	1	Rydex Fund Services, LLC	084-05475	805 King Farm Blvd. Suite 600 Rockville  20850
0001020337-16-000008	serviceCompany	1	Boston Financial Data Services	084-01078	330 W 9th St  Kansas City  64105
0001352156-16-000016	serviceCompany	1	Boston Financial Data Services	084-00896	2000 Crown Colony Drive  Quincy  02169
