ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001654954-16-002142	1		0	0
0000867457-16-000003	1	16-DEC-2015	0	0
0001145893-16-000008	8	31-AUG-2015	29	16
0001145893-16-000008	9	30-SEP-2015	45	23
0001145893-16-000008	10	31-OCT-2015	129	78
0001145893-16-000008	11	30-NOV-2015	409	217
0001145893-16-000008	12	31-DEC-2015	145	68
0001145893-16-000008	7	31-JUL-2015	197	120
0001145893-16-000008	2	28-FEB-2015	106	54
0001145893-16-000008	3	31-MAR-2015	56	29
0001145893-16-000008	4	30-APR-2015	42	17
0001145893-16-000008	5	31-MAY-2015	206	115
0001145893-16-000008	6	30-JUN-2015	428	227
0001145893-16-000008	1	31-JAN-2015	575	341
0000783027-16-000007	2	31-DEC-2015	998	570
0000783027-16-000007	1	30-JUN-2015	559	297
