ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001520138-21-000183	asServiceCompanyTransferAgent	2	Mountain Share Transfer, LLC	084-05790	    
0001520138-21-000183	asServiceCompanyTransferAgent	3	GLOBEX TRANSFER, LLC	084-06307	    
0001520138-21-000183	asServiceCompanyTransferAgent	1	NEW HORIZON TRANSFER INC.	084-06283	    
0001721868-21-000188	asServiceCompanyTransferAgent	1	Captial Transfer Agency, Ulc	084-06117	    
0001721868-21-000188	serviceCompanyTransferAgent	1	Capital Transfer Agency, ULC.	084-06117	    
0001146032-21-000002	serviceCompanyTransferAgent	1	BNY MELLON INVESTMENT SERVICING (US) INC.	084-1761	    
0000735286-21-000008	asServiceCompanyTransferAgent	1	Acensus College Savings Recordkeeping Services, LLC	084-06488	    
0001090027-21-000002	asServiceCompanyTransferAgent	19	Putnam Investor Services	084-05542	    
0001090027-21-000002	asServiceCompanyTransferAgent	12	John Hancock Signature Services	084-01885	    
0001090027-21-000002	asServiceCompanyTransferAgent	6	Franklin Templeton Investor Services	084-01036	    
0001090027-21-000002	asServiceCompanyTransferAgent	22	Rydex Funds	084-05475	    
0001090027-21-000002	asServiceCompanyTransferAgent	14	MFS Services	084-013616	    
0001090027-21-000002	asServiceCompanyTransferAgent	20	Prudential Mutual Fund Services	084-05684	    
0001090027-21-000002	asServiceCompanyTransferAgent	7	Fidelity Investments	084-01839	    
0001090027-21-000002	asServiceCompanyTransferAgent	13	Lincoln Investment Planning	084-01440	    
0001090027-21-000002	asServiceCompanyTransferAgent	25	Van Kampen	084-01621	    
0001090027-21-000002	asServiceCompanyTransferAgent	2	American Century	084-01406	    
0001090027-21-000002	asServiceCompanyTransferAgent	23	Sentinel Investments	084-06175	    
0001090027-21-000002	asServiceCompanyTransferAgent	5	Federated Shareholder Services	084-01869	    
0001090027-21-000002	asServiceCompanyTransferAgent	24	T. Rowe Price Funds	084-01917	    
0001090027-21-000002	asServiceCompanyTransferAgent	9	Invesco	084-05432	    
0001090027-21-000002	asServiceCompanyTransferAgent	3	Columbia Management Services	084-01329	    
0001090027-21-000002	asServiceCompanyTransferAgent	11	Janus Funds	084-01505	    
0001090027-21-000002	asServiceCompanyTransferAgent	1	AIM	084-05432	    
0001090027-21-000002	asServiceCompanyTransferAgent	18	Pioneer Investment Management	084-01359	    
0001090027-21-000002	asServiceCompanyTransferAgent	4	DWS Investment Services	084-06041	    
0001090027-21-000002	asServiceCompanyTransferAgent	21	Russel Investments	084-06276	    
0001090027-21-000002	asServiceCompanyTransferAgent	10	Ivy Funds/Waddell & Reed	084-01062	    
0001090027-21-000002	asServiceCompanyTransferAgent	16	Oppenheimer Funds	084-01562	    
0001090027-21-000002	asServiceCompanyTransferAgent	17	Parnassus Investments	084-01519	    
0001090027-21-000002	asServiceCompanyTransferAgent	8	Hartford Investment Services	084-05882	    
0001090027-21-000002	asServiceCompanyTransferAgent	15	National Financial Services	084-05888	    
0000810704-21-000001	asServiceCompanyTransferAgent	5	Franklin Templeton Investor Services, Inc.	084-01036	    
0000810704-21-000001	asServiceCompanyTransferAgent	4	Invesco Investment Services Inc.	084-05432	    
0000810704-21-000001	asServiceCompanyTransferAgent	2	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0000810704-21-000001	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0000810704-21-000001	asServiceCompanyTransferAgent	1	PIONEER Investment Management Services Inc.	084-01359	    
0000810704-21-000001	asServiceCompanyTransferAgent	3	American Century Services, LLC	084-01406	    
0001654954-21-003616	serviceCompanyTransferAgent	1	ClearTrust, LLC	084-06351	    
0001654954-21-003616	asServiceCompanyTransferAgent	1	Liberty Stock Transfer, Inc.	084-06623	    
0000854729-21-000002	serviceCompanyTransferAgent	1	COMMERCE BANK	085-05560	    
0000854729-21-000002	asServiceCompanyTransferAgent	1	UMB BANK & TRUST, NATIONAL ASSOCIATION	085-11314	    
0001654954-21-003614	serviceCompanyTransferAgent	1	ClearTrust, LLC	084-06351	    
0001654954-21-003612	serviceCompanyTransferAgent	1	ClearTrust, LLC	084-06351	    
0000831495-21-000002	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc	084-01761	    
0000831495-21-000001	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc	084-01761	    
0000838927-21-000001	serviceCompanyTransferAgent	1	US BANK NATIONAL ASSOCIATION	085-11347	    
0001062993-21-003191	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC /TA	084-00416	    
0001062993-21-003191	serviceCompanyTransferAgent	2	Computershare Investor Services Inc	084-06111	    
0001062993-21-003191	serviceCompanyTransferAgent	3	AST Investor Services Inc (Canada)	084-06416	    
0001062993-21-003191	serviceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC /TA	084-00416	    
0001062993-21-003189	serviceCompanyTransferAgent	1	AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC/TA	084-00416	    
0001062993-21-003189	serviceCompanyTransferAgent	2	Computershare Investor Services Inc.	084-06111	    
0001062993-21-003189	asServiceCompanyTransferAgent	1	AST Trust Co (Canada)	084-06506	    
0001030030-21-000002	serviceCompanyTransferAgent	1	Broadridge Corporate Issuer Solutions, Inc.	084-01007	    
0001535872-21-000001	serviceCompanyTransferAgent	1	TSX Trust Co.	084-06502	    
0001683168-21-001131	serviceCompanyTransferAgent	2	West Coast Stock Transfer, Inc.	084-06347	    
0001683168-21-001131	serviceCompanyTransferAgent	1	Direct Transfer, LLC	084-06338	    
0000024179-21-000002	asServiceCompanyTransferAgent	1	TMX Equity	084-06502	    
0001573302-21-000001	serviceCompanyTransferAgent	2	Computershare Inc.	084-05925	    
0001573302-21-000001	asServiceCompanyTransferAgent	7	Transhare Corp.	084-06143	    
0001573302-21-000001	serviceCompanyTransferAgent	9	Worldwide Stock Transfer LLC.	084-06153	    
0001573302-21-000001	serviceCompanyTransferAgent	4	Equiniti Trust Co.	084-06578	    
0001573302-21-000001	asServiceCompanyTransferAgent	6	Transfer Online Inc.	084-05808	    
0001573302-21-000001	serviceCompanyTransferAgent	3	Continental Stock Transfer & Trust Co.	084-00034	    
0001573302-21-000001	serviceCompanyTransferAgent	7	Securities Transfer Corporation	084-01567	    
0001573302-21-000001	asServiceCompanyTransferAgent	3	Continental Stock Transfer & Trust Co.	084-00034	    
0001573302-21-000001	serviceCompanyTransferAgent	5	Equity Stock Transfer, LLC.	084-06453	    
0001573302-21-000001	asServiceCompanyTransferAgent	4	Equiniti Trust Co.	084-06578	    
0001573302-21-000001	serviceCompanyTransferAgent	6	Globex Transfer LLC.	084-06307	    
0001573302-21-000001	serviceCompanyTransferAgent	1	Broadridge Corporate Issuer Solutions Inc.	084-01007	    
0001573302-21-000001	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC. (AST)	084-00416	    
0001573302-21-000001	asServiceCompanyTransferAgent	2	Computershare Inc.	084-05925	    
0001573302-21-000001	serviceCompanyTransferAgent	8	Vstock Transfer LLC.	084-06380	    
0001573302-21-000001	asServiceCompanyTransferAgent	5	Philadelphia Stock Transfer, Inc.	084-06456	    
0001654954-21-003566	asServiceCompanyTransferAgent	1	New Horizon Transfer Inc	084-06283	    
0001654954-21-003566	asServiceCompanyTransferAgent	2	Mountain Share Transfer, LLC	084-05790	    
0001654954-21-003566	asServiceCompanyTransferAgent	3	Globex Transfer, LLC.	084-06307	    
