ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001455353-15-000002	1	01-APR-2014	22	3
0001455353-15-000002	2	02-OCT-2014	2	0
0000874230-15-000002	2	05-AUG-2014	4837	4331
0000874230-15-000002	1	25-MAR-2014	6665	4563
0000874230-15-000002	3	23-SEP-2014	3384	2449
0000950123-15-004188	4	15-APR-2014	107	15
0000950123-15-004188	11	17-NOV-2014	237	46
0000950123-15-004188	10	15-OCT-2014	142	28
0000950123-15-004188	9	15-SEP-2014	55	7
0000950123-15-004188	8	15-AUG-2014	348	70
0000950123-15-004188	1	15-JAN-2014	51	16
0000950123-15-004188	2	18-FEB-2014	298	93
0000950123-15-004188	3	17-MAR-2014	138	31
0000950123-15-004188	12	15-DEC-2014	245	41
0000950123-15-004188	5	15-MAY-2014	337	63
0000950123-15-004188	6	16-JUN-2014	216	48
0000950123-15-004188	7	15-JUL-2014	92	25
0001146230-15-000016	2	08-DEC-2014	117737	92387
0001146230-15-000016	1	07-JUN-2014	121129	93699
0000882734-15-000002	1	30-DEC-2014	55	2
0000842517-15-000053	1	14-MAY-2014	1	1
0001410578-15-000135	1		0	0
0001073944-15-000003	1	14-MAR-2014	219	128
0001073944-15-000003	2	27-AUG-2014	260	205
0000005076-15-000002	2	14-APR-2014	8657	5646
0000005076-15-000002	3	14-JUL-2014	7842	4888
0000005076-15-000002	4	13-OCT-2014	8186	5398
0000005076-15-000002	1	13-JAN-2014	8863	5680
0000733598-15-000002	3	10-MAR-2014	222	87
0000733598-15-000002	12	10-DEC-2014	195	76
0000733598-15-000002	1	10-JAN-2014	46	18
0000733598-15-000002	2	10-FEB-2014	116	28
0000733598-15-000002	4	10-APR-2014	81	17
0000733598-15-000002	5	12-MAY-2014	112	27
0000733598-15-000002	6	10-JUN-2014	229	85
0000733598-15-000002	7	10-JUL-2014	29	12
0000733598-15-000002	8	11-AUG-2014	220	31
0000733598-15-000002	9	10-SEP-2014	198	51
0000733598-15-000002	10	10-OCT-2014	69	21
0000733598-15-000002	11	10-NOV-2014	119	31
0001398344-15-002173	1		0	0
0001144204-15-020061	1	01-JAN-2014	0	0
