ACCESSION_NUMBER	ENTITYNAME	ACTIVITIESCONDUCTEDENTITYNAME	WITHDRAWALDESCRIPTION	LASTACTIONDATE	FUTURETRANSFERAGENTFUNCTIONS	SUBJECTOFPROCEEDINGSINVOLVED	UNSATISFIEDJUDGEMENTSORLIENINV	SUCCESSORTRANSFERAGENTS
0001432531-22-000010	Franklin Templeton International Services (India) Private LTD		Registrant is no longer engaged as a service company by named transfer agent Franklin Templeton Investor Services, LLC to perform transfer agent functions.	01-OCT-2022	N	N	N	Y
0001432532-22-000012	Franklin Templeton Investments Poland sp. z.o.o.		Registrant is no longer engaged as a service company by named transfer agent Franklin Templeton Investor Services, LLC to perform transfer agent functions.	01-OCT-2022	N	N	N	Y
0001667731-22-000394	Integral Transfer Agency USA, Inc.		To avoid an SEC enforcement action, the Company decided it was best to terminate its transfer agent registration.	01-SEP-2022	N	Y	N	Y
