ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001090027-09-000005	asServiceCompanyTransferAgent	1	Van Kampen Investor Services Inc.	084-01621	    
0001090027-09-000005	asServiceCompanyTransferAgent	2	Franklin Templeton Investor Services LLC	084-01036	    
0001090027-09-000005	asServiceCompanyTransferAgent	3	Fidelity Investments Institutional Operations Co Inc	084-01839	    
0001090027-09-000005	asServiceCompanyTransferAgent	4	Federated Shareholder Services Co	084-01869	    
0001090027-09-000005	asServiceCompanyTransferAgent	5	MFS Service Center Inc	084-01316	    
0001090027-09-000005	asServiceCompanyTransferAgent	6	American Century	084-01406	    
0001090027-09-000005	asServiceCompanyTransferAgent	7	OppenheimerFunds, Inc	084-01562	    
0001090027-09-000005	asServiceCompanyTransferAgent	8	Meridian Transfer & Registrar Inc	084-05850	    
0001090027-09-000005	asServiceCompanyTransferAgent	9	AIM Investment Services Inc	084-05432	    
0001090027-09-000005	asServiceCompanyTransferAgent	10	Alliance Global Investor Services Inc	084-01187	    
0001090027-09-000005	asServiceCompanyTransferAgent	11	American Funds Service Co	084-00316	    
0001090027-09-000005	asServiceCompanyTransferAgent	12	Hartford Investor Services Co LLC	084-05882	    
0001090027-09-000005	asServiceCompanyTransferAgent	13	Pioneer Investment Management Shareholder Services	084-01359	    
0001090027-09-000005	asServiceCompanyTransferAgent	14	Putnam Investor Services Inc	084-05542	    
0001090027-09-000005	asServiceCompanyTransferAgent	15	Boston Financial Data Services	084-00896	    
0001090027-09-000005	asServiceCompanyTransferAgent	16	John Hancock Signature Services Inc	084-01885	    
0001133702-09-000009	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	300 Puritan Way  Marlborough  07152
0000862124-09-000006	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-09-000006	serviceCompany	1	National Financial Services, LLC	084-05888	200 Liberty Street  New York  10281
0000862124-09-000006	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001277690-09-000005	serviceCompany	1	Mellon Investor Services LLC	084-05579	Newport Office Centre VII 480 Washington Boulevard Jersey City  07310
0001242588-09-000008	serviceCompanyTransferAgent	1	The Bank of New York	085-05006	    
0001242588-09-000006	serviceCompanyTransferAgent	1	The Bank of New York	085-05006	    
0000772037-09-000007	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	Two Heritage Drive  North Quincy  02190
0001079974-09-000444	serviceCompany	1	Continental Stock Transfer & Trust	084-00034	17 Battery Place 8th Floor New York  10004
0001285911-09-000003	serviceCompany	1	DST Systems, Inc.	084-00448	1055 Broadway  Kansas City  64105
0000735236-09-000002	serviceCompanyTransferAgent	1	National City Bank	085-10092	    
0001064418-09-000003	asServiceCompanyTransferAgent	1	Wellington Trust Company	084-06087	    
0001064418-09-000003	asServiceCompanyTransferAgent	2	Fidelity Investments Institutional Operations Co.	084-01839	    
0001064418-09-000003	asServiceCompanyTransferAgent	3	Frank Russell Trust Co.	084-01626	    
0001064418-09-000003	asServiceCompanyTransferAgent	4	First American Funds, Inc.	085-11357	    
0000842657-09-000013	serviceCompany	1	DST Systems	084-00448	333 West 11th St.  Kansas City  64105
0000088948-09-000007	serviceCompanyTransferAgent	1	National City Bank	085-10092	    
0000067590-09-000274	serviceCompany	1	ACS HR Solutions	084-06035	One Pennsylvania Plaza Floor 30 New York  10119
