ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001520138-19-000056	currentAgent							0	0.0
0001520138-19-000056	directRegistrationSystem							12	
0001520138-19-000056	dividendAndInterest							0	0.0
0001520138-19-000056	transNotMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001520138-19-000056	dividendReinvDirectPurchasePlan							0	
0001520138-19-000056	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001520138-19-000056	priorAgent							0	0.0
0001520138-19-000056	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001520138-19-000056	transMaintainMasterSecHolder	130.0	0.0	0.0	0.0	0.0	0.0		
0000810704-19-000001	dividendReinvDirectPurchasePlan								
0000810704-19-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000810704-19-000001	priorAgent								
0000810704-19-000001	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000810704-19-000001	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000810704-19-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000810704-19-000001	currentAgent								
0000810704-19-000001	dividendAndInterest								
0000810704-19-000001	directRegistrationSystem								
0001654954-19-003714	transNotMaintMasterSecHolder	57.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003714	transMaintainMasterSecHolder	259.0	5.0	0.0	0.0	1.0	0.0		
0001654954-19-003714	securityHolderAccounts	99.61	0.38	0.0	0.0	0.01	0.0		
0001654954-19-003714	priorAgent							0	0.0
0001654954-19-003714	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003714	dividendAndInterest							29	48530339.75
0001654954-19-003714	directRegistrationSystem							201	
0001654954-19-003714	currentAgent							0	0.0
0001654954-19-003714	dividendReinvDirectPurchasePlan							1	
0001654954-19-003712	transMaintainMasterSecHolder	759.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003712	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003712	priorAgent							0	0.0
0001654954-19-003712	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003712	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001654954-19-003712	currentAgent							0	0.0
0001654954-19-003712	directRegistrationSystem							0	
0001654954-19-003712	dividendAndInterest							0	0.0
0001654954-19-003712	dividendReinvDirectPurchasePlan							0	
0001146230-19-000003	priorAgent							3	219718.7
0001146230-19-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146230-19-000003	dividendReinvDirectPurchasePlan							1131	
0001146230-19-000003	transNotMaintMasterSecHolder	668.0	0.0	0.0	0.0	0.0	0.0		
0001146230-19-000003	transMaintainMasterSecHolder	7353.0	390.0	0.0	107.0	0.0	1546.0		
0001146230-19-000003	dividendAndInterest							4395	539645650174.6
0001146230-19-000003	securityHolderAccounts	98.01	0.05	0.0	0.16	0.0	1.78		
0001146230-19-000003	currentAgent							0	0.0
0001146230-19-000003	directRegistrationSystem							2676	
0000853452-19-000003	notTransMaintMasterSecHolder								
0000853452-19-000003	dividendReinvDirectPurchasePlan							0	
0000853452-19-000003	dividendAndInterest							0	0.0
0000853452-19-000003	directRegistrationSystem							0	
0000853452-19-000003	transMaintainMasterSecHolder								
0000853452-19-000003	priorAgent							0	0.0
0000853452-19-000003	transNotMaintMasterSecHolder								
0000853452-19-000003	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000853452-19-000003	currentAgent								
0001146032-19-000003	directRegistrationSystem							2	
0001146032-19-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-19-000003	transMaintainMasterSecHolder	27.0	2.0	6.0	0.0	444.0	116.0		
0001146032-19-000003	securityHolderAccounts	66.0	0.0	28.0	0.0	4.0	2.0		
0001146032-19-000003	priorAgent							0	0.0
0001146032-19-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001146032-19-000003	dividendReinvDirectPurchasePlan							8	
0001146032-19-000003	dividendAndInterest							595	469799458.54
0001146032-19-000003	currentAgent							0	0.0
0001451217-19-000002	dividendReinvDirectPurchasePlan							597	
0001451217-19-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001451217-19-000002	currentAgent							0	0.0
0001451217-19-000002	directRegistrationSystem							0	
0001451217-19-000002	securityHolderAccounts	0.0	0.0	96.64	0.85	0.0	2.5100000000000002		
0001451217-19-000002	dividendAndInterest							179	6344433130.97
0001451217-19-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001451217-19-000002	transMaintainMasterSecHolder	0.0	0.0	178.0	2.0	0.0	417.0		
0001451217-19-000002	priorAgent							0	0.0
0001060257-19-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001060257-19-000001	currentAgent							0	0.0
0001060257-19-000001	directRegistrationSystem							0	
0001060257-19-000001	dividendAndInterest							0	0.0
0001060257-19-000001	dividendReinvDirectPurchasePlan							0	
0001060257-19-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001060257-19-000001	priorAgent							0	0.0
0001060257-19-000001	securityHolderAccounts	44.0	56.0	0.0	0.0	0.0	0.0		
0001060257-19-000001	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001474	currentAgent							0	0.0
0001062993-19-001474	directRegistrationSystem							0	
0001062993-19-001474	dividendAndInterest							759	25480634904.32
0001062993-19-001474	dividendReinvDirectPurchasePlan							0	
0001062993-19-001474	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001474	priorAgent							0	0.0
0001062993-19-001474	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001474	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001474	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000911282-19-000002	transMaintainMasterSecHolder	17.0	0.0	0.0	146.0	0.0	1.0		
0000911282-19-000002	securityHolderAccounts	22.0	0.0	0.0	78.0	0.0	0.0		
0000911282-19-000002	priorAgent							0	0.0
0000911282-19-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000911282-19-000002	dividendReinvDirectPurchasePlan							12	
0000911282-19-000002	dividendAndInterest							71	393155236.27
0000911282-19-000002	directRegistrationSystem							0	
0000911282-19-000002	currentAgent							0	0.0
0000911282-19-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001393905-19-000098	currentAgent							0	0.0
0001393905-19-000098	directRegistrationSystem							62	
0001393905-19-000098	dividendAndInterest							0	0.0
0001393905-19-000098	dividendReinvDirectPurchasePlan							0	
0001393905-19-000098	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001393905-19-000098	priorAgent							0	0.0
0001393905-19-000098	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001393905-19-000098	transMaintainMasterSecHolder	342.0	0.0	0.0	0.0	0.0	0.0		
0001393905-19-000098	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001473	transNotMaintMasterSecHolder	2.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001473	transMaintainMasterSecHolder	1663.0	100.0	0.0	0.0	0.0	153.0		
0001062993-19-001473	securityHolderAccounts	95.31	0.5700000000000001	0.0	0.0	0.0	4.12		
0001062993-19-001473	priorAgent							0	0.0
0001062993-19-001473	notTransMaintMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001062993-19-001473	dividendReinvDirectPurchasePlan							296	
0001062993-19-001473	dividendAndInterest							0	0.0
0001062993-19-001473	currentAgent							0	0.0
0001062993-19-001473	directRegistrationSystem							0	
0000838141-19-000002	currentAgent							0	0.0
0000838141-19-000002	directRegistrationSystem							0	
0000838141-19-000002	dividendAndInterest							5955	745524559.73
0000838141-19-000002	dividendReinvDirectPurchasePlan							30	
0000838141-19-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838141-19-000002	priorAgent							0	0.0
0000838141-19-000002	securityHolderAccounts	0.0	0.06	84.17	0.0	15.77	0.0		
0000838141-19-000002	transMaintainMasterSecHolder	0.0	20.0	30.0	0.0	5644.0	0.0		
0000838141-19-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
