ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000838468-09-000003	1	31-MAR-2009	0	0
0000049824-09-000004	2	01-AUG-2007	1231	531
0000049824-09-000004	1	01-JAN-2007	1077	445
0000092416-09-000046	1	27-AUG-2008	285	192
0001431194-09-000004	5	10-DEC-2008	3	0
0001431194-09-000004	4	17-SEP-2008	2	0
0001431194-09-000004	2	29-MAY-2008	2	1
0001431194-09-000004	1	14-FEB-2008	4	1
0001431194-09-000004	3	08-SEP-2008	5	0
0001297564-09-000002	1		0	0
0001312813-09-000006	1		0	0
0001312813-09-000005	1		0	0
0000950123-09-036496	1		0	0
0001162044-09-000424	1	30-JAN-2008	174	99
0001162044-09-000424	2	10-SEP-2008	152	72
0001169232-09-003662	1	12-MAR-2009	0	0
0001146032-09-000008	13	09-OCT-2008	3	2
0001146032-09-000008	12	24-SEP-2008	29	11
0001146032-09-000008	15	28-NOV-2008	47	30
0001146032-09-000008	16	10-DEC-2008	33	8
0001146032-09-000008	17	22-JAN-2009	7	6
0001146032-09-000008	1	30-JAN-2008	131	57
0001146032-09-000008	2	28-FEB-2008	88	59
0001146032-09-000008	3	28-APR-2008	20	13
0001146032-09-000008	4	29-APR-2008	29	22
0001146032-09-000008	5	29-APR-2008	80	35
0001146032-09-000008	6	08-MAY-2008	10	3
0001146032-09-000008	7	09-MAY-2008	2	2
0001146032-09-000008	8	18-JUL-2008	89	44
0001146032-09-000008	9	24-JUL-2008	10	7
0001146032-09-000008	10	24-JUL-2008	41	16
0001146032-09-000008	11	29-AUG-2008	79	58
0001146032-09-000008	14	26-NOV-2008	14	6
0000724935-09-000010	1	01-JUN-2008	56	21
0000724935-09-000010	2	19-JAN-2008	371	62
0000724935-09-000010	3	09-AUG-2008	268	72
0000724935-09-000010	4	04-NOV-2008	258	37
0000724935-09-000009	1	01-APR-2007	56	21
0000724935-09-000009	2	01-JUL-2007	210	75
0000724935-09-000009	3	02-APR-2007	459	124
0000724935-09-000009	4	01-SEP-2007	1184	236
0000950123-09-021882	1	31-JAN-2008	95	2
0000950123-09-021882	16	28-NOV-2008	15	1
0000950123-09-021882	15	15-NOV-2008	57877	36928
0000950123-09-021882	14	31-OCT-2008	50	15
0000950123-09-021882	13	30-SEP-2008	45	9
0000950123-09-021882	12	03-SEP-2008	1552	1217
0000950123-09-021882	11	29-AUG-2008	33	8
0000950123-09-021882	10	25-AUG-2008	1603	855
0000950123-09-021882	9	31-JUL-2008	90	36
0000950123-09-021882	8	30-JUN-2008	10	9
0000950123-09-021882	7	30-MAY-2008	19	10
0000950123-09-021882	6	16-MAY-2008	58962	37606
0000950123-09-021882	5	30-APR-2008	21	3
0000950123-09-021882	4	31-MAR-2008	141	1
0000950123-09-021882	3	29-FEB-2008	113	0
0000950123-09-021882	2	19-FEB-2008	1777	1055
0000950123-09-021882	17	31-DEC-2008	21	11
0000950123-09-021878	16	16-NOV-2007	57204	34513
0000950123-09-021878	1	31-DEC-2007	50	3
0000950123-09-021878	14	16-MAY-2007	54963	36364
