ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001007444-17-000011	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001007444-17-000011	priorAgent							0	0.0
0001007444-17-000011	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001007444-17-000011	transMaintainMasterSecHolder	0.0	0.0	13024.0	0.0	0.0	0.0		
0001007444-17-000011	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001007444-17-000011	dividendAndInterest							16303	33838784007.0
0001007444-17-000011	directRegistrationSystem							0	
0001007444-17-000011	currentAgent							3	66553.0
0001007444-17-000011	dividendReinvDirectPurchasePlan							13009	
0001062993-17-001630	dividendReinvDirectPurchasePlan							192	
0001062993-17-001630	dividendAndInterest							0	0.0
0001062993-17-001630	directRegistrationSystem							134	
0001062993-17-001630	currentAgent							0	0.0
0001062993-17-001630	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	1.0		
0001062993-17-001630	transNotMaintMasterSecHolder	2.0	0.0	0.0	0.0	0.0	0.0		
0001062993-17-001630	transMaintainMasterSecHolder	1699.0	70.0	0.0	0.0	0.0	317.0		
0001062993-17-001630	securityHolderAccounts	94.86	0.17	0.0	0.0	0.0	4.97		
0001062993-17-001630	priorAgent							0	0.0
0001062993-17-001628	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-17-001628	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-17-001628	priorAgent							0	0.0
0001062993-17-001628	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-17-001628	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001062993-17-001628	directRegistrationSystem							0	
0001062993-17-001628	dividendAndInterest							717	20155234897.0
0001062993-17-001628	dividendReinvDirectPurchasePlan							0	
0001062993-17-001628	currentAgent							0	0.0
0001573302-17-000004	dividendAndInterest							282	1059232932.74
0001573302-17-000004	directRegistrationSystem							105	
0001573302-17-000004	currentAgent							0	0.0
0001573302-17-000004	dividendReinvDirectPurchasePlan							90	
0001573302-17-000004	transNotMaintMasterSecHolder	14.0	0.0	0.0	0.0	0.0	0.0		
0001573302-17-000004	securityHolderAccounts	97.0	0.0	0.0	2.0	0.0	1.0		
0001573302-17-000004	priorAgent							0	0.0
0001573302-17-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001573302-17-000004	transMaintainMasterSecHolder	832.0	43.0	0.0	50.0	0.0	60.0		
0000913801-17-000003	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000913801-17-000003	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000913801-17-000003	priorAgent							0	0.0
0000913801-17-000003	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000913801-17-000003	dividendReinvDirectPurchasePlan							0	
0000913801-17-000003	dividendAndInterest							8	5612342.43
0000913801-17-000003	directRegistrationSystem							0	
0000913801-17-000003	currentAgent							0	0.0
0000913801-17-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001010549-17-000110	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001010549-17-000110	currentAgent							0	0.0
0001010549-17-000110	directRegistrationSystem							46	
0001010549-17-000110	dividendAndInterest							26	179650590.0
0001010549-17-000110	transMaintainMasterSecHolder	572.0	47.0	0.0	0.0	0.0	0.0		
0001010549-17-000110	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001010549-17-000110	priorAgent							0	0.0
0001010549-17-000110	securityHolderAccounts	92.0	8.0	0.0	0.0	0.0	0.0		
0001010549-17-000110	dividendReinvDirectPurchasePlan							0	
0001085284-17-000002	dividendReinvDirectPurchasePlan							0	
0001085284-17-000002	currentAgent							0	0.0
0001085284-17-000002	directRegistrationSystem							0	
0001085284-17-000002	dividendAndInterest							590277	129861.0
0001085284-17-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001085284-17-000002	priorAgent							0	0.0
0001085284-17-000002	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001085284-17-000002	transMaintainMasterSecHolder	15.0	0.0	0.0	0.0	0.0	0.0		
0001085284-17-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001202048-17-000002	currentAgent							0	0.0
0001202048-17-000002	directRegistrationSystem							0	
0001202048-17-000002	transNotMaintMasterSecHolder	0.0	0.0	1683.0	0.0	0.0	0.0		
0001202048-17-000002	dividendAndInterest							120	4737351918.27
0001202048-17-000002	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001202048-17-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001202048-17-000002	priorAgent							0	0.0
0001202048-17-000002	transMaintainMasterSecHolder	0.0	0.0	120.0	0.0	0.0	0.0		
0001202048-17-000002	dividendReinvDirectPurchasePlan							0	
0001654954-17-002895	transMaintainMasterSecHolder	185.0	2.0	0.0	0.0	0.0	0.0		
0001654954-17-002895	priorAgent							0	0.0
0001654954-17-002895	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001654954-17-002895	dividendReinvDirectPurchasePlan							0	
0001654954-17-002895	dividendAndInterest							14	3631715.49
0001654954-17-002895	directRegistrationSystem							16	
0001654954-17-002895	currentAgent							0	0.0
0001654954-17-002895	securityHolderAccounts	99.92	0.08	0.0	0.0	0.0	0.0		
0001654954-17-002895	transNotMaintMasterSecHolder	46.0	0.0	0.0	0.0	0.0	0.0		
0001410382-17-000002	currentAgent							0	0.0
0001410382-17-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001410382-17-000002	transMaintainMasterSecHolder	0.0	0.0	4.0	0.0	0.0	1.0		
0001410382-17-000002	securityHolderAccounts	0.0	0.0	53.0	0.0	0.0	47.0		
0001410382-17-000002	directRegistrationSystem							0	
0001410382-17-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001410382-17-000002	dividendReinvDirectPurchasePlan							4	
0001410382-17-000002	dividendAndInterest							4	203316.0
0001410382-17-000002	priorAgent							0	0.0
0001388002-17-000006	directRegistrationSystem							0	
0001388002-17-000006	dividendAndInterest							1703	8244478315.12
0001388002-17-000006	dividendReinvDirectPurchasePlan							0	
