ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001007444-17-000011	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001062993-17-001630	asServiceCompanyTransferAgent	1	CST Trust Company	084-06506	    
0001062993-17-001630	serviceCompanyTransferAgent	1	AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC /TA	084-00416	    
0001062993-17-001630	serviceCompanyTransferAgent	2	Computershare Investor Services Inc	084-06111	    
0001062993-17-001628	asServiceCompanyTransferAgent	1	AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC /TA	084-00416	    
0001062993-17-001628	serviceCompanyTransferAgent	1	AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC /TA	084-00416	    
0001062993-17-001628	serviceCompanyTransferAgent	2	Computershare Investor Services Inc	084-06111	    
0001062993-17-001628	serviceCompanyTransferAgent	3	CST Investor Services Inc.	084-06416	    
0001573302-17-000004	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC (AST)	084-00416	    
0001573302-17-000004	asServiceCompanyTransferAgent	2	Broadridge Corporate Issuer Solutions Inc.	084-01007	    
0001573302-17-000004	asServiceCompanyTransferAgent	3	Computershare US	084-05925	    
0001573302-17-000004	asServiceCompanyTransferAgent	4	Continental Stock Transfer	084-00034	    
0001573302-17-000004	asServiceCompanyTransferAgent	5	Corporate Stock Transfer	084-01356	    
0001573302-17-000004	asServiceCompanyTransferAgent	6	Globex Transfer LLC	084-06307	    
0001573302-17-000004	asServiceCompanyTransferAgent	7	Island Stock Transfer	084-06085	    
0001573302-17-000004	asServiceCompanyTransferAgent	8	Pacific Stock Transfer Company	084-001145	    
0001573302-17-000004	asServiceCompanyTransferAgent	9	Philadelphia Stock Transfer, Inc.	084-06456	    
0001573302-17-000004	asServiceCompanyTransferAgent	10	Transfer Online Inc.	084-05808	    
0001573302-17-000004	asServiceCompanyTransferAgent	11	Transhare Securities Transfer and Registrar (Transhare Corporation)	084-06143	    
0001573302-17-000004	asServiceCompanyTransferAgent	12	VStock Transfer, LLC	084-06380	    
0001573302-17-000004	asServiceCompanyTransferAgent	13	Wells Fargo	085-10133	    
0001573302-17-000004	asServiceCompanyTransferAgent	14	Worldwide Stock Transfer LLC	084-06153	    
0001654954-17-002895	asServiceCompanyTransferAgent	1	West Coast Stock Transfer Inc.	084-06347	    
0001654954-17-002895	asServiceCompanyTransferAgent	2	Web Stock Transfer Agency Inc.	084-06451	    
0001654954-17-002895	asServiceCompanyTransferAgent	3	Mountain Share Transfer, LLC	084-05790	    
0001654954-17-002895	asServiceCompanyTransferAgent	4	GLOBEX TRANSFER, LLC	084-06307	    
0001654954-17-002895	asServiceCompanyTransferAgent	5	American Registrar & Transfer Co.	084-00403	    
0001410382-17-000002	asServiceCompanyTransferAgent	1	T Rowe Price	084-01079	    
0001410382-17-000002	asServiceCompanyTransferAgent	2	fidelity	084-06287	    
0001410382-17-000002	asServiceCompanyTransferAgent	3	Janus	084-06024	    
