ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001018490-14-000046	asServiceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0000740583-14-000259	asServiceCompany	1	Rydex Fund Services, LLC	084-05475	805 King Farm Blvd Suite 600  Rockville  20805
0000950123-14-012780	asServiceCompanyTransferAgent	1	Wells Fargo Bank Northwest, N.A.	085-10988	    
0000950123-14-012780	asServiceCompanyTransferAgent	2	Wells Fargo Delaware Trust Company, N.A.	085-11339	    
0000950123-14-012780	asServiceCompanyTransferAgent	3	JP Morgan AG	085-11419	    
0000950123-14-012780	serviceCompanyTransferAgent	1	Wells Fargo India Solutions Private Ltd.	085-11421	    
0001451316-14-000006	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova  95670
0000950123-14-012674	serviceCompany	1	DST Systems, Inc.	084-00448	210 W. 10th Street  Kansas City  64105
0000817712-14-000010	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0001432531-14-000006	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova  95670
0001283467-14-000007	asServiceCompany	1	Securities Transfer Corporation	084-01567	2591 Dallas Parkway Suite 102 Dallas  75034
0001283467-14-000007	serviceCompany	1	BNY Trust Company of Canada/ Bank of New York	085-05006	Suite 1101-4 King St West  Toronto  M5H 1B6
0001283467-14-000007	serviceCompany	2	Continental Stock Transfer and Trust Company	084-00034	17 Battery Place  New York  10004
0001283467-14-000007	serviceCompany	3	First American Stock Transfer, Inc.	084-05795	4747 N. 7th St. Suite 170  Phoenix  85014
0001283467-14-000007	serviceCompany	4	Registrar and Transfer Company	084-00436	10 Commerce Dr  Cranford  07016
0000950123-14-012605	serviceCompany	1	Xerox HR Solutions (formerly ACS HR Solutions, LLC)	084-06035	245 Park Avenue Floor 23 New York  10167
0000950123-14-012605	serviceCompany	2	National Financial Services LLC	084-05888	499 Washington Blvd.  Jersey City  07310
0000950123-14-012605	serviceCompany	3	Hewitt Associates LLC	084-01996	100 Half Day Road  Lincolnshire  60069
0000950123-14-012605	serviceCompany	4	LPL Financial LLC	084-05637	9785 Towne Centre Drive  San Diego  92121
0000950123-14-012605	serviceCompany	5	The Vanguard Group, Inc.	084-00772	100 Vanguard Blvd.  Malvern  19355
0000950123-14-012605	serviceCompany	6	BNY Mellon Investment Servicing (U.S.) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000950123-14-012605	serviceCompany	7	Valic Retirement Services Co.	084-06057	2929 Allen Parkway L4-01  Houston  77019
0000950123-14-012605	serviceCompany	8	Edward D Jones & Co LP	084-01496	12555 Manchester Rd  St. Louis  63131
0000950123-14-012605	serviceCompany	9	Fidelity Investments Institutional Operations Co Inc	084-01839	82 Devonshire St  Boston  02109
0000950123-14-012605	serviceCompany	10	Marshall & Ilsley Trust Co National Association	085-11354	111 East Kilbourn Ave  Milwaukee  53202
0000950123-14-012605	serviceCompany	11	UMB Bank NA	085-10225	928 Grand Blvd  Kansas City  64106
0000950123-14-012605	serviceCompany	12	Wachovia Bank National Association	085-10173	1525 West WT Harris Blvd  Charlotte  28288
0000950123-14-012605	serviceCompany	13	Wilmington Trust Co	085-05557	1100 North Market Street  Wilmington  19890
0001451217-14-000012	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0001451217-14-000011	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0001451217-14-000010	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Ste A Milwaukee  53233
0001144204-14-070619	serviceCompany	1	Worldwide Stock Transfer LLC	084-06153	One University Plaza, Suite 05  Hackensack  07601
