ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001018490-14-000046	1	03-FEB-2012	47	10
0001018490-14-000046	2	01-DEC-2012	110	37
0000950123-14-012780	1	01-JAN-2013	11	5
0000950123-14-012780	2	01-FEB-2013	3	1
0000950123-14-012780	3	01-MAR-2013	5	0
0000950123-14-012780	4	01-APR-2013	5	3
0000950123-14-012780	5	01-MAY-2013	12	2
0000950123-14-012780	6	01-JUN-2013	21	17
0000950123-14-012780	7	01-JUL-2013	17	11
0000950123-14-012780	8	01-AUG-2013	10	3
0000950123-14-012780	9	01-SEP-2013	6	5
0000950123-14-012780	10	01-OCT-2013	8	6
0000950123-14-012780	11	01-NOV-2013	126	7
0000950123-14-012780	12	01-DEC-2013	18	7
0000950123-14-012780	13	14-MAY-2013	78349	57094
0000950123-14-012780	14	15-NOV-2013	76921	56173
0001144204-14-070366	1		0	0
0001145888-14-000004	3	23-APR-2013	7	7
0001145888-14-000004	1	09-JAN-2013	22	20
0001145888-14-000004	2	12-FEB-2013	5	3
0001144204-14-061305	2	22-OCT-2013	44	8
0001144204-14-061305	1	23-SEP-2013	109	41
0001144204-14-061305	4	23-DEC-2013	23	1
0001144204-14-061305	3	22-NOV-2013	66	1
0001603694-14-000010	1		0	0
