ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001718015-24-000005	1	21-JUN-2023	7891	5879
0001140361-24-047061	2	18-MAY-2023	183	12
0001140361-24-047061	1	15-MAY-2023	13591	12194
0001140361-24-047061	3	14-NOV-2023	25573	15697
0001985383-24-000002	1	31-DEC-2023	0	0
0000810704-24-000008	1		0	0
0000894189-24-006334	2	18-OCT-2023	7738	3898
0000894189-24-006334	1	06-MAR-2023	6993	3202
0001388002-24-000005	2	27-OCT-2023	0	0
0001388002-24-000005	1	19-APR-2023	1	0
