ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001002105-07-000368	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001002105-07-000368	priorAgent							0	0.0
0001002105-07-000368	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001002105-07-000368	dividendReinvDirectPurchasePlan							1	
0001002105-07-000368	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001002105-07-000368	directRegistrationSystem							0	
0001002105-07-000368	currentAgent							0	0.0
0001002105-07-000368	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001002105-07-000368	dividendAndInterest							0	0.0
0001178677-07-000005	currentAgent								
0001178677-07-000005	directRegistrationSystem								
0001178677-07-000005	dividendAndInterest								
0001178677-07-000005	dividendReinvDirectPurchasePlan								
0001178677-07-000005	notTransMaintMasterSecHolder								
0001178677-07-000005	priorAgent								
0001178677-07-000005	transNotMaintMasterSecHolder								
0001178677-07-000005	transMaintainMasterSecHolder								
0001178677-07-000005	securityHolderAccounts								
0000909012-07-001533	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000909012-07-001533	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000909012-07-001533	priorAgent							0	0.0
0000909012-07-001533	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000909012-07-001533	transMaintainMasterSecHolder	0.0	0.0	42.0	0.0	0.0	0.0		
0000909012-07-001533	dividendAndInterest							30	284845041.0
0000909012-07-001533	directRegistrationSystem							0	
0000909012-07-001533	currentAgent							0	0.0
0000909012-07-001533	dividendReinvDirectPurchasePlan							42	
0001049957-07-000005	transNotMaintMasterSecHolder								
0001049957-07-000005	transMaintainMasterSecHolder								
0001049957-07-000005	securityHolderAccounts								
0001049957-07-000005	priorAgent								
0001049957-07-000005	notTransMaintMasterSecHolder								
0001049957-07-000005	dividendReinvDirectPurchasePlan								
0001049957-07-000005	dividendAndInterest								
0001049957-07-000005	directRegistrationSystem								
0001049957-07-000005	currentAgent								
0001050311-07-000006	securityHolderAccounts								
0001050311-07-000006	priorAgent								
0001050311-07-000006	notTransMaintMasterSecHolder								
0001050311-07-000006	dividendReinvDirectPurchasePlan								
0001050311-07-000006	transMaintainMasterSecHolder								
0001050311-07-000006	directRegistrationSystem								
0001050311-07-000006	currentAgent								
0001050311-07-000006	transNotMaintMasterSecHolder								
0001050311-07-000006	dividendAndInterest								
0001139576-07-000006	transMaintainMasterSecHolder	0.0	0.0	0.0	8.0	0.0	0.0		
0001139576-07-000006	securityHolderAccounts	0.0	0.0	0.0	100.0	0.0	0.0		
0001139576-07-000006	priorAgent							0	0.0
0001139576-07-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	7.0	0.0	0.0		
0001139576-07-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	5.0	0.0	0.0		
0001139576-07-000006	dividendAndInterest							10	9463224.0
0001139576-07-000006	directRegistrationSystem							0	
0001139576-07-000006	currentAgent							0	0.0
0001139576-07-000006	dividendReinvDirectPurchasePlan							1	
0001208431-07-000007	transNotMaintMasterSecHolder								
0001208431-07-000007	transMaintainMasterSecHolder								
0001208431-07-000007	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001208431-07-000007	priorAgent								
0001208431-07-000007	notTransMaintMasterSecHolder								
0001208431-07-000007	dividendReinvDirectPurchasePlan								
0001208431-07-000007	dividendAndInterest								
0001208431-07-000007	currentAgent								
0001208431-07-000007	directRegistrationSystem								
