ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000849542-19-000009	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark NJ 07102
0000849542-19-000009	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan PR 00918
0000849542-19-000009	asServiceCompany	3	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286
0000849542-19-000009	asServiceCompany	4	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan PR 00936
0000849542-19-000009	asServiceCompany	5	Virtus Fund Services, LLC	084-06485	101 Munson Street, Ste 104  Greenfield MA 01301
0000849542-19-000009	asServiceCompany	6	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000849542-19-000009	asServiceCompany	7	BNY Mellon Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
0000849542-19-000009	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0000849542-19-000009	serviceCompany	2	BNY Mellon International Operations (India) Private Limited	084-06496	L1 Tower S-3, Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000024179-19-000004	asServiceCompany	1	TMX Equity	085-05212	200 University Avenue Suite 300 Toronto A6 M5H 4H1
0000024179-19-000004	serviceCompany	1	Keane Unclaimed Property	084-00001	450 7th Avenue Suite 905 New York NY 10123
0000842657-19-000008	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0000896852-19-000019	asServiceCompany	1	INVESCO INVESTMENT SERVICES, INC.	084-05432	11 GREENWAY PLAZA STE 1000  HOUSTON TX 77046
0000896852-19-000017	serviceCompany	1	INVESCO CANADA LTD/INVESCO CANADA LTEE DBA INVESCO ENTERPRISE SERVICES/SERVICES	084-06210	119 EUSTON ST  CHARLOTTETOWN A7 C1A 1W3
0000896852-19-000017	serviceCompany	2	DST SYSTEMS, INC.	084-00448	210 W 10TH ST  KANSAS CITY MO 64105
0001018490-19-000010	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001018490-19-000010	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0001133702-19-000003	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston MA 02210
0001630490-19-000003	asServiceCompany	1	Boston Trust & Investment Management Inc.	085-00174	1 Beacon Street  Boston MA 02108
0001630490-19-000003	asServiceCompany	2	Victory Capital Transfer Agency, Inc.	084-01197	9800 Fredericksburg Rd.  San Antonio TX 78288
0000817712-19-000016	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City MO 64105
0001511164-19-000078	asServiceCompany	1	TSX Trust Company	084-06502	200 University Ave Suite 300 Toronto A6 M5H 4H1
0001452780-19-000004	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City MO 64105
0001452780-19-000004	asServiceCompany	2	DST Asset Manager Solutions, Inc./TA	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000275143-19-000003	asServiceCompany	1	Goldman Sachs & Company LLC	084-01100	71 S. Wacker Drive Ste 500 Chicago IL 60606
0000275143-19-000003	asServiceCompany	2	Weitz Investment Management, Inc.	084-01858	1125 S. 103rd Street  Omaha NE 68124
0000275143-19-000003	asServiceCompany	3	NYLIM Service Company LLC	084-05844	30 Hudson Street  Jersey City NJ 07302
0000275143-19-000003	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston MA 02110
0000275143-19-000003	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	620 COOLIDGE DR SUITE 300 FOLSOM CA 95630-3183
0000275143-19-000003	asServiceCompany	6	MFS Service Center, Inc.	084-01316	111 HUNTINGTON AVENUE  BOSTON MA 02199
0000275143-19-000003	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	1801 California Street Suite 5200  Denver CO 80202
0000275143-19-000003	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston MA 02116
0000275143-19-000003	asServiceCompany	9	Hartford Administrative Services Company	084-00353	690 LEE ROAD  WAYNE PA 19087
0000275143-19-000003	asServiceCompany	10	Citibank, N.A.	085-10232	388 Greenwich St  New York NY 10013
0000275143-19-000003	asServiceCompany	11	Russell Investments Fund Services, LLC	084-06276	1301 SECOND AVENUE, 18TH FLOOR  SEATTLE WA 98101
0000275143-19-000003	asServiceCompany	12	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000275143-19-000003	asServiceCompany	13	DST Systems, Inc.	084-00448	210 W 10TH ST  Kansas City MO 64105
0000275143-19-000003	asServiceCompany	14	Waddell & Reed Services Co (dba WI Services Company)/TA	084-01062	6301 Glenwood  Overland Park KS 66202
0000275143-19-000003	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City MO 64105
0000275143-19-000003	serviceCompany	2	DST Worldwide Services India Private Limited- TA	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000027048-19-000003	asServiceCompany	1	Thrivent Financial Investor Services, Inc.	084-01547	4321 N Ballard Rd  Appleton WI 54919
0000027048-19-000003	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston MA 02111-2900
0000027048-19-000003	asServiceCompany	3	DWS Service Co.	084-01713	222 South Riverside Plaza  Chicago IL 60606
0000027048-19-000003	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington IL 61709
0000027048-19-000003	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	1801 California St Suite 5200 Denver CO 80202
0000027048-19-000003	asServiceCompany	6	American Century Services, LLC	084-01406	4500 Main Street  Kansas City MO 64111
0000027048-19-000003	asServiceCompany	7	Goldman, Sachs & Co. LLC	084-01100	71 South Wacker Drive Suite 400 Chicago IL 60606
0000027048-19-000003	asServiceCompany	8	OFI Global Asset Management, Inc.	084-06477	6803 South Tucson Way  Centennial CO 80112
0000027048-19-000003	serviceCompany	1	DST Asset Manager Solutions Inc.	084-00896	2000 Crown Colony Dr  Quincy MA 02169
0000027048-19-000003	serviceCompany	2	DST Worldwide Services India Private Limited	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0000913181-19-000003	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha NE 68137
0001285911-19-000007	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0000724935-19-000002	serviceCompanyTransferAgent	1	VStock Transfer	084-06380	    
0001783498-19-000001	asServiceCompany	1	National Securities Administrators Ltd	084-06540	760 - 777 Hornby Street  Vancouver A1 V6Z 1S4
0001783498-19-000001	serviceCompany	1	National Securities Administrators Ltd	084-06540	760 - 777 Hornby Street  Vancouver A1 V6Z 1S4
0000920493-19-000004	serviceCompany	1	UMB FUND SERVICES INC.	084-05792	235 W. Galena Street  Milwaukee WI 53212
0001073944-19-000004	asServiceCompany	1	Lee Financial Recordkeeping, Inc.	084-05507	3113 Olu Street  Honolulu HI 96816
0000908695-19-000011	serviceCompany	1	FIS Investor Services LLC	084-06522	4249 Easton Way Suite 400 Columbus OH 43219
0000849542-19-000008	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark NJ 07102
0000849542-19-000008	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan PR 00918
0000849542-19-000008	asServiceCompany	3	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio TX 78288
0000849542-19-000008	asServiceCompany	4	The Bank of New York Mellon	085-05006	240 Greenwhich Street  New York NY 10286
0000849542-19-000008	asServiceCompany	5	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan PR 00936
0000849542-19-000008	asServiceCompany	6	Virtus Fund Services, LLC	084-06485	101 Munson Street, Ste 104  Greenfield MA 01301
0000849542-19-000008	asServiceCompany	7	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia PA 19103
0000849542-19-000008	asServiceCompany	8	BNYM Transfer, Inc.	084-06102	144 Glenn Curtiss Boulevard  Uniondale NY 11556-0144
0000849542-19-000008	serviceCompany	1	Computershare Inc.	084-05925	250 Royall Street  Canton MA 02021
0000849542-19-000008	serviceCompany	2	BNY Mellon International Operations (India) Private Limited	084-06496	L1 Tower S-3, Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000950123-19-006403	asServiceCompany	1	Tri-Continental Corporation	084-00458	225 Franklin Street 25th Floor Boston MA 02110
0000950123-19-006403	serviceCompany	1	DST Asset Manager Solutions, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000817712-19-000014	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City MO 64105
0000950123-19-006227	serviceCompany	1	DST ASSET MANAGER SOLUTIONS, INC.	084-00896	2000 CROWN COLONY DR.  QUINCY MA 02169
0001146230-19-000007	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York NY 10043
0001146230-19-000007	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	150 Royall Street  Canton MA 02021-1011
0001146230-19-000007	asServiceCompany	3	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-19-000007	asServiceCompany	4	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001146230-19-000007	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York NY 10286
0001146230-19-000007	asServiceCompany	6	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0001146230-19-000007	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto A6 M5J 2Y1
0001557183-19-000005	serviceCompany	1	The Vanguard Group, Inc.	084-00772	100 Vanguard Boulevard V26 Malvern PA 19355-2900
