ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001144204-13-018788	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001144204-13-018786	serviceCompany	1	DST Systems, Inc.	084-00448	430 W. 7th Street  Kansas City  64105
0000950123-13-001942	serviceCompany	1	DST Systems Inc.	084-00448	210 W. 10th Street  Kansas City  64105
0000734713-13-000013	serviceCompanyTransferAgent	1	AST Equity Plan Solutions	084-00416	    
0000950123-13-001934	asServiceCompanyTransferAgent	1	Wells Fargo Bank Northwest, N.A.	085-10988	    
0000950123-13-001934	asServiceCompanyTransferAgent	2	Wells Fargo Delaware Trust Company, N.A.	085-11339	    
0000950123-13-001934	asServiceCompanyTransferAgent	3	JP Morgan AG	085-11419	    
0000950123-13-001934	serviceCompanyTransferAgent	1	Wells Fargo India Solutions Private Ltd	085-11421	    
0000838141-13-000002	asServiceCompanyTransferAgent	1	Whitney Bank	085-00741	    
0000838141-13-000002	serviceCompanyTransferAgent	1	Huntington National Bank/OH/TA	085-10275	    
0000721748-13-000045	serviceCompanyTransferAgent	1	Continental Stock Transfer	084-00034	    
0001144204-13-018588	serviceCompanyTransferAgent	1	World Wide Stock Transfer, LLC	084-06153	    
0000839287-13-000002	asServiceCompanyTransferAgent	1	Goldman Sachs & Co.	084-01100	    
0000839287-13-000002	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-13-000002	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000839287-13-000002	serviceCompanyTransferAgent	2	DST Systems, Inc.	084-00448	    
0000839287-13-000002	serviceCompanyTransferAgent	3	National Financial Data Services, Inc.	084-01078	    
0000839287-13-000002	serviceCompanyTransferAgent	4	Computershare Inc.	084-05925	    
0001451217-13-000004	serviceCompanyTransferAgent	1	UMB Funds Services, Inc.	084-05792	    
0001178677-13-000002	serviceCompanyTransferAgent	1	The Bank of New York Mellon	085-05006	    
0000839097-13-000003	asServiceCompanyTransferAgent	1	Deutsche Bank National Trust Company	085-11220	    
0000839097-13-000003	asServiceCompanyTransferAgent	2	Deutsche Bank AG	085-05478	    
0000839097-13-000003	serviceCompanyTransferAgent	1	DB Services Americas, Inc.	084-05653	    
