ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001007444-09-000010	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001128776-09-000004	serviceCompanyTransferAgent	1	Hartford Administrative Services Company	084-00353	    
0001288763-09-000002	asServiceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001288763-09-000002	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288763-09-000002	asServiceCompanyTransferAgent	3	Computershare Trust Company of Canada	084-06112	    
0001288763-09-000002	serviceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001288763-09-000002	serviceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288763-09-000002	serviceCompanyTransferAgent	3	Computershare Trust Company of Canada	084-06112	    
0001288777-09-000002	asServiceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-09-000002	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-09-000002	asServiceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288777-09-000002	serviceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-09-000002	serviceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-09-000002	serviceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0000944496-09-000005	asServiceCompanyTransferAgent	1	The Bank of New York Mellon	085-05006	    
0000944496-09-000005	asServiceCompanyTransferAgent	2	CIBC Mellon Trust Company	084-06096	    
0000944496-09-000005	asServiceCompanyTransferAgent	3	Deutsche Bank Trust Company Americas	085-05212	    
0000944496-09-000005	asServiceCompanyTransferAgent	4	JPMorgan Chase Bank, N.A.	085-11399	    
0000944496-09-000005	asServiceCompanyTransferAgent	5	LaSalle Bank N.A.	085-10189	    
0000944496-09-000005	asServiceCompanyTransferAgent	6	Mellon Bank, N.A.	085-10089	    
0000027048-09-000007	asServiceCompanyTransferAgent	1	Thrivent Financial investor Services Inc.	084-01547	    
0000027048-09-000007	asServiceCompanyTransferAgent	2	State Street Bank & Trust Company	085-05003	    
0000027048-09-000007	asServiceCompanyTransferAgent	3	DWS Investments Service Company	084-01713	    
0000027048-09-000007	asServiceCompanyTransferAgent	4	Van Kampen Investor Services, Inc.	084-01621	    
0000027048-09-000007	asServiceCompanyTransferAgent	5	State Farm Investment Management Corp	084-00839	    
0000027048-09-000007	asServiceCompanyTransferAgent	6	Delaware Service Company, Inc.	084-01640	    
0000027048-09-000007	asServiceCompanyTransferAgent	7	Transamerica Fund Services, Inc.	084-06130	    
0000027048-09-000007	asServiceCompanyTransferAgent	8	American Century Services, LLC	084-01406	    
0000027048-09-000007	asServiceCompanyTransferAgent	9	Hartford Administrative Services Company	084-00353	    
0000027048-09-000007	asServiceCompanyTransferAgent	10	Morgan Stanley Trust	085-15003	    
0000027048-09-000007	asServiceCompanyTransferAgent	11	Morgan Stanley Services Company	084-06270	    
0000027048-09-000007	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000027048-09-000007	serviceCompanyTransferAgent	2	National Financial Data Services, Inc.	084-01078	    
0000735383-09-000002	asServiceCompanyTransferAgent	1	Hartford Investor Services Company, LLC	084-05882	    
0000735383-09-000002	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0000879089-09-000005	serviceCompanyTransferAgent	1	Hancock Bank	085-00191	    
0000839287-09-000001	asServiceCompanyTransferAgent	1	Goldman Sachs & Co.	084-01100	    
0000839287-09-000001	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-09-000001	asServiceCompanyTransferAgent	3	Evergreen Services Company	084-01571	    
0000839287-09-000001	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000839287-09-000001	serviceCompanyTransferAgent	2	DST Systems, Inc.	084-00448	    
0000839287-09-000001	serviceCompanyTransferAgent	3	National Financial Data Services, Inc.	084-01078	    
0000839287-09-000001	serviceCompanyTransferAgent	4	Computershare Shareholder Services, Inc.	084-05925	    
0000839287-09-000001	serviceCompanyTransferAgent	5	DWS Investments Service Company	084-01713	    
0001204459-09-000541	asServiceCompanyTransferAgent	1	Continental Stock Tranfer & Trust Company	084-00034	    
0001204459-09-000541	serviceCompanyTransferAgent	1	BNY Trust Company of Canada	085-00723	    
0001204459-09-000541	serviceCompanyTransferAgent	2	Jersey Transfer + Trust Co	084-01024	    
0001204459-09-000541	serviceCompanyTransferAgent	3	Registrar & Transfer Co	084-00436	    
0000769810-09-000003	serviceCompanyTransferAgent	1	Citigroup Fund Services, LLC.	085-11393	    
0000769810-09-000003	serviceCompanyTransferAgent	2	UMB Fund Services, Inc.	084-05792	    
0001204459-09-000539	asServiceCompany	1	Continental Stock Tranfer & Trust Company	084-00034	17 Battery Place  New York  10004
0001204459-09-000539	serviceCompany	1	BNY Trust Company of Canada	085-00723	4 King Street West Suite 1101 Toronto  M5H 1B6
0001204459-09-000539	serviceCompany	2	Jersey Transfer + Trust Co	084-01024	201 Bloomfield Avenue P.O. Box 36 Verona  07044
0001204459-09-000539	serviceCompany	3	Registrar & Transfer Co	084-00436	10 Commerce Dr.  Cranford  07016
0001433490-09-000005	serviceCompanyTransferAgent	1	Hancock Bank	085-00191	    
0001077223-09-000005	serviceCompanyTransferAgent	1	State Street Bank	085-05003	    
0001077223-09-000005	serviceCompanyTransferAgent	2	JP Morgan	085-11399	    
