ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000882734-16-000006	1		0	0
0001060257-16-000021	1		0	0
0001398344-16-011591	1	23-SEP-2015	9	7
0000950123-16-015594	1		0	0
0001202048-16-000028	1	10-DEC-2015	1956	519
0001202048-16-000028	4	10-MAR-2015	1945	465
0001202048-16-000028	3	10-JUN-2015	2213	431
0001202048-16-000028	2	10-SEP-2015	1838	437
0001573302-16-000015	1	12-NOV-2015	109	14
0000740583-16-000442	3	16-SEP-2015	1431	51
0000740583-16-000442	2	27-MAY-2015	1451	362
0000740583-16-000442	1	09-FEB-2015	1703	154
0001146028-16-000003	1	31-DEC-2015	0	0
0001145893-16-000004	12	31-DEC-2015	52	42
0001145893-16-000004	5	31-MAY-2015	97	84
0001145893-16-000004	1	31-JAN-2015	268	245
0001145893-16-000004	2	28-FEB-2015	37	29
0001145893-16-000004	3	31-MAR-2015	12	10
0001145893-16-000004	4	30-APR-2015	21	15
0001145893-16-000004	11	30-NOV-2015	194	167
0001145893-16-000004	6	30-JUN-2015	202	180
0001145893-16-000004	7	31-JUL-2015	75	60
0001145893-16-000004	8	31-AUG-2015	22	16
0001145893-16-000004	9	30-SEP-2015	30	23
0001145893-16-000004	10	31-OCT-2015	71	65
0000710386-16-000007	1		0	0
0001410578-16-000765	18	01-APR-2015	2995	2039
0001410578-16-000765	19	01-APR-2015	1114	194
0001410578-16-000765	20	01-APR-2015	1178	1093
0001410578-16-000765	21	01-APR-2015	6	3
0001410578-16-000765	22	01-APR-2015	846	770
0001410578-16-000765	23	01-APR-2015	566	556
0001410578-16-000765	24	07-APR-2015	95	36
0001410578-16-000765	25	17-APR-2015	102	22
0001410578-16-000765	26	01-MAY-2015	15	15
0001410578-16-000765	27	01-MAY-2015	900	300
0001410578-16-000765	28	01-MAY-2015	2900	784
0001410578-16-000765	29	01-MAY-2015	410	75
0001410578-16-000765	30	01-MAY-2015	461	266
0001410578-16-000765	31	01-MAY-2015	179	178
0001410578-16-000765	32	01-MAY-2015	2524	275
0001410578-16-000765	33	29-MAY-2015	293	176
0001410578-16-000765	34	01-JUN-2015	1548	1431
0001410578-16-000765	35	01-JUN-2015	2473	1026
0001410578-16-000765	36	01-JUN-2015	606	158
0001410578-16-000765	37	01-JUN-2015	456	412
0001410578-16-000765	38	15-JUN-2015	15	15
0001410578-16-000765	39	01-JUL-2015	7522	6441
0001410578-16-000765	40	01-JUL-2015	793	271
0001410578-16-000765	41	01-JUL-2015	65	45
0001410578-16-000765	42	01-JUL-2015	2036	2023
0001410578-16-000765	43	01-JUL-2015	19992	5382
0001410578-16-000765	44	20-JUL-2015	638	638
0001410578-16-000765	45	31-JUL-2015	4655	1396
0001410578-16-000765	46	01-AUG-2015	680	98
0001410578-16-000765	47	01-AUG-2015	521	117
0001410578-16-000765	48	01-AUG-2015	690	90
0001410578-16-000765	49	17-AUG-2015	705	544
0001410578-16-000765	50	19-AUG-2015	2204	2095
0001410578-16-000765	51	01-SEP-2015	10423	7157
0001410578-16-000765	52	01-SEP-2015	2336	2315
0001410578-16-000765	53	01-SEP-2015	354	352
0001410578-16-000765	54	14-SEP-2015	317	230
0001410578-16-000765	55	01-OCT-2015	12	0
0001410578-16-000765	56	01-OCT-2015	448	390
0001410578-16-000765	57	01-OCT-2015	302	248
0001410578-16-000765	58	01-OCT-2015	3099	3085
0001410578-16-000765	59	01-OCT-2015	394	378
0001410578-16-000765	60	09-OCT-2015	1	1
0001410578-16-000765	61	01-NOV-2015	79	67
0001410578-16-000765	62	01-NOV-2015	438	267
0001410578-16-000765	63	01-NOV-2015	109	80
0001410578-16-000765	64	01-NOV-2015	2390	264
0001410578-16-000765	65	01-NOV-2015	628	520
0001410578-16-000765	66	13-NOV-2015	517	125
0001410578-16-000765	67	16-NOV-2015	1179	604
0001410578-16-000765	68	25-NOV-2015	499	378
0001410578-16-000765	69	01-DEC-2015	1001	967
0001410578-16-000765	70	01-DEC-2015	1927	1744
0001410578-16-000765	71	01-DEC-2015	16	15
0001410578-16-000765	72	01-DEC-2015	1082	998
0001410578-16-000765	73	07-DEC-2015	309	39
0001410578-16-000765	1	01-JAN-2015	1760	1755
0001410578-16-000765	2	01-JAN-2015	495	485
0001410578-16-000765	3	15-JAN-2015	300	20
0001410578-16-000765	4	17-JAN-2015	18	3
0001410578-16-000765	5	26-FEB-2015	1	1
0001410578-16-000765	6	01-MAR-2015	2055	802
0001410578-16-000765	7	01-MAR-2015	1651	499
0001410578-16-000765	8	01-MAR-2015	950	666
0001410578-16-000765	9	01-MAR-2015	3500	1074
0001410578-16-000765	10	01-MAR-2015	144	140
0001410578-16-000765	11	01-MAR-2015	60	45
0001410578-16-000765	12	01-MAR-2015	772	252
0001410578-16-000765	13	01-MAR-2015	442	300
0001410578-16-000765	14	12-MAR-2015	781	706
0001410578-16-000765	15	23-MAR-2015	518	183
0001410578-16-000765	16	30-MAR-2015	517	153
0001410578-16-000765	17	31-MAR-2015	2999	2398
0000874230-16-000004	2	18-DEC-2015	2090	735
0000874230-16-000004	1	08-JUL-2015	10049	6424
0001078782-16-002556	2	01-OCT-2015	38	5
0001078782-16-002556	1	16-FEB-2015	77	3
0000883757-16-000020	1		0	0
0001144204-16-091848	1		0	0
0001288763-16-000010	1	11-JUL-2015	2122	1390
0001288763-16-000010	2	21-DEC-2015	3153	2044
0001288777-16-000012	1	11-JUL-2015	5298	3842
0001288777-16-000012	2	21-DEC-2015	8243	5845
0001227021-16-000015	1		0	0
0001133796-16-000223	2	14-OCT-2015	63670	40883
0001133796-16-000223	1	01-APR-2015	78022	52330
0001144204-16-091798	1	30-DEC-2015	440	180
0001431194-16-000004	6	04-SEP-2015	1	0
0001431194-16-000004	5	08-JUL-2015	1	0
0001431194-16-000004	4	25-JUN-2015	23	7
0001431194-16-000004	2	15-MAY-2015	1	0
0001431194-16-000004	1	05-MAR-2015	12	2
0001431194-16-000004	7	11-DEC-2015	1	0
0001431194-16-000004	3	20-MAY-2015	4	0
0001380486-16-000019	1	30-OCT-2015	0	0
0000870156-16-000076	1	29-MAR-2016	0	0
0000838135-16-000006	1		0	0
0000005076-16-000006	4	02-OCT-2015	8531	6151
0001644526-16-000002	1		0	0
0000005076-16-000006	2	06-APR-2015	8594	6142
0000005076-16-000006	1	05-JAN-2015	8681	6173
0001139576-16-000003	4	29-MAY-2015	3	3
0001139576-16-000003	3	30-APR-2015	4	4
0001139576-16-000003	2	31-MAR-2015	6	6
0001139576-16-000003	1	30-JAN-2015	4	4
