ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000882734-16-000006	transMaintainMasterSecHolder	296.0	0.0	0.0	0.0	0.0	0.0		
0000882734-16-000006	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000882734-16-000006	priorAgent							0	0.0
0000882734-16-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000882734-16-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000882734-16-000006	dividendAndInterest							0	0.0
0000882734-16-000006	directRegistrationSystem							0	
0000882734-16-000006	currentAgent							0	0.0
0000882734-16-000006	dividendReinvDirectPurchasePlan							0	
0001060257-16-000021	transNotMaintMasterSecHolder								
0001060257-16-000021	transMaintainMasterSecHolder								
0001060257-16-000021	securityHolderAccounts	21.0	32.0	0.0	0.0	0.0	47.0		
0001060257-16-000021	priorAgent								
0001060257-16-000021	notTransMaintMasterSecHolder								
0001060257-16-000021	dividendReinvDirectPurchasePlan								
0001060257-16-000021	dividendAndInterest								
0001060257-16-000021	currentAgent								
0001060257-16-000021	directRegistrationSystem								
0001398344-16-011591	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001398344-16-011591	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001398344-16-011591	priorAgent							0	0.0
0001398344-16-011591	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001398344-16-011591	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001398344-16-011591	directRegistrationSystem							60	
0001398344-16-011591	currentAgent							0	0.0
0001398344-16-011591	dividendAndInterest							32	13328053.88
0001398344-16-011591	dividendReinvDirectPurchasePlan							60	
0000950123-16-015594	currentAgent								
0000950123-16-015594	transNotMaintMasterSecHolder								
0000950123-16-015594	transMaintainMasterSecHolder								
0000950123-16-015594	securityHolderAccounts	0.0	0.0	0.0	100.0	0.0	0.0		
0000950123-16-015594	priorAgent								
0000950123-16-015594	notTransMaintMasterSecHolder								
0000950123-16-015594	dividendReinvDirectPurchasePlan								
0000950123-16-015594	dividendAndInterest								
0000950123-16-015594	directRegistrationSystem								
0001202048-16-000028	directRegistrationSystem							0	
0001202048-16-000028	dividendReinvDirectPurchasePlan							0	
0001202048-16-000028	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001202048-16-000028	priorAgent							0	0.0
0001202048-16-000028	dividendAndInterest							120	4169576269.09
0001202048-16-000028	transMaintainMasterSecHolder	0.0	0.0	120.0	0.0	0.0	0.0		
0001202048-16-000028	transNotMaintMasterSecHolder	0.0	0.0	1699.0	0.0	0.0	0.0		
0001202048-16-000028	currentAgent							0	0.0
0001202048-16-000028	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001573302-16-000015	transNotMaintMasterSecHolder	13.0	0.0	0.0	0.0	0.0	0.0		
0001573302-16-000015	transMaintainMasterSecHolder	769.0	27.0	0.0	49.0	0.0	49.0		
0001573302-16-000015	currentAgent							0	0.0
0001573302-16-000015	directRegistrationSystem							77	
0001573302-16-000015	dividendAndInterest							0	0.0
0001573302-16-000015	dividendReinvDirectPurchasePlan							78	
0001573302-16-000015	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001573302-16-000015	priorAgent							0	0.0
0001573302-16-000015	securityHolderAccounts	96.0	1.0	0.0	2.0	0.0	1.0		
0000740583-16-000442	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000740583-16-000442	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	358.0		
0000740583-16-000442	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000740583-16-000442	dividendAndInterest							0	0.0
0000740583-16-000442	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000740583-16-000442	currentAgent							0	0.0
0000740583-16-000442	dividendReinvDirectPurchasePlan							0	
0000740583-16-000442	priorAgent							0	0.0
0000740583-16-000442	directRegistrationSystem							0	
0000721748-16-001141	currentAgent							0	0.0
0000721748-16-001141	directRegistrationSystem							0	
0000721748-16-001141	dividendAndInterest							0	0.0
0000721748-16-001141	dividendReinvDirectPurchasePlan							0	
0000721748-16-001141	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000721748-16-001141	priorAgent							0	0.0
0000721748-16-001141	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000721748-16-001141	transMaintainMasterSecHolder	114.0	0.0	0.0	0.0	1.0	0.0		
0000721748-16-001141	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001146028-16-000003	transNotMaintMasterSecHolder								
0001146028-16-000003	transMaintainMasterSecHolder								
0001146028-16-000003	priorAgent								
0001146028-16-000003	notTransMaintMasterSecHolder								
0001146028-16-000003	dividendReinvDirectPurchasePlan								
0001146028-16-000003	dividendAndInterest								
0001146028-16-000003	directRegistrationSystem								
0001146028-16-000003	currentAgent								
0001146028-16-000003	securityHolderAccounts	0.0	100.0	0.0	0.0	0.0	0.0		
0001145893-16-000006	transNotMaintMasterSecHolder								
0001145893-16-000006	currentAgent								
0001145893-16-000006	directRegistrationSystem								
0001145893-16-000006	dividendAndInterest								
0001145893-16-000006	dividendReinvDirectPurchasePlan								
0001145893-16-000006	notTransMaintMasterSecHolder								
0001145893-16-000006	priorAgent								
0001145893-16-000006	securityHolderAccounts								
0001145893-16-000006	transMaintainMasterSecHolder								
0001145893-16-000004	dividendReinvDirectPurchasePlan							0	
0001145893-16-000004	notTransMaintMasterSecHolder	0.0	666.0	0.0	0.0	267.0	0.0		
0001145893-16-000004	priorAgent							1	67267.0
0001145893-16-000004	securityHolderAccounts	0.0	47.0	0.0	0.0	53.0	0.0		
0001145893-16-000004	currentAgent							34	13951789.0
0001145893-16-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001145893-16-000004	dividendAndInterest							338809	135737693379.52
0001145893-16-000004	directRegistrationSystem							0	
0001145893-16-000004	transMaintainMasterSecHolder	9.0	117389.0	0.0	0.0	319917.0	0.0		
0000710386-16-000007	currentAgent							0	0.0
0000710386-16-000007	directRegistrationSystem							0	
0000710386-16-000007	dividendAndInterest							0	0.0
0000710386-16-000007	dividendReinvDirectPurchasePlan							0	
0000710386-16-000007	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000710386-16-000007	priorAgent							0	0.0
0000710386-16-000007	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0000710386-16-000007	transMaintainMasterSecHolder	28.0	0.0	0.0	0.0	0.0	0.0		
0000710386-16-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001410578-16-000765	currentAgent								
0001410578-16-000765	directRegistrationSystem								
0001410578-16-000765	dividendAndInterest								
0001410578-16-000765	dividendReinvDirectPurchasePlan								
0001410578-16-000765	transNotMaintMasterSecHolder								
0001410578-16-000765	priorAgent								
