ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001060257-16-000021	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing	084-01761	    
0000950123-16-015594	serviceCompanyTransferAgent	1	Wells Fargo	085-10133	    
0001573302-16-000015	asServiceCompanyTransferAgent	1	Equity Financial Trust Company	084-01990	    
0001573302-16-000014	asServiceCompany	1	Equity Financial Trust Company	084-01990	200 University Avenue Suite 400 Toronto  M5H 4H1
0000740583-16-000442	asServiceCompanyTransferAgent	1	Rydex Fund Services, LLC	084-05475	    
0000721748-16-001141	serviceCompanyTransferAgent	1	World Wide Transfer	084-06153	    
0001145893-16-000006	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0001145893-16-000004	asServiceCompanyTransferAgent	1	U.S. Bank Trust National Association	085-11299	    
0001145893-16-000004	asServiceCompanyTransferAgent	2	Wells Fargo Bank, N.A.	085-10133	    
0001145893-16-000004	asServiceCompanyTransferAgent	3	BOKF, National Association	085-10438	    
0001145893-16-000004	asServiceCompanyTransferAgent	4	Commerce Bank	085-10700	    
0001145893-16-000004	asServiceCompanyTransferAgent	5	Bank of America, N.A.	085-10189	    
0001145893-16-000004	asServiceCompanyTransferAgent	6	Deutsche Bank National Trust Company	085-11220	    
0001145893-16-000004	asServiceCompanyTransferAgent	7	Deutsche Bank Trust Company Americas	085-05212	    
0001410578-16-000765	asServiceCompanyTransferAgent	1	Alliance Bernstein Global Investor Services, Inc.	084-01187	    
0001410578-16-000765	asServiceCompanyTransferAgent	2	American Century Services Corporation	084-01406	    
0001410578-16-000765	asServiceCompanyTransferAgent	3	American Funds Service Company	084-00316	    
0001410578-16-000765	asServiceCompanyTransferAgent	4	Boston Financial Data Services, Inc.	084-00896	    
0001410578-16-000765	asServiceCompanyTransferAgent	5	DST Systems, Inc.	084-00448	    
0001410578-16-000765	asServiceCompanyTransferAgent	6	Fidelity Investments Institutional Operations Company, Inc	084-01839	    
0001410578-16-000765	asServiceCompanyTransferAgent	7	US Bancorp Fund Services, LLC	085-11357	    
0001410578-16-000765	asServiceCompanyTransferAgent	8	Franklin Templeton Investor Services LLC	084-01036	    
0001410578-16-000765	asServiceCompanyTransferAgent	9	Harbor Services Group Inc.	084-05901	    
0001410578-16-000765	asServiceCompanyTransferAgent	10	MFS Service Center, Inc.	084-01316	    
0001410578-16-000765	asServiceCompanyTransferAgent	11	OppenheimerFunds, Inc.	084-01562	    
0001410578-16-000765	asServiceCompanyTransferAgent	12	BNY Mellon Investment Servicing	084-01761	    
0001410578-16-000765	asServiceCompanyTransferAgent	13	Putnam Investor Services Inc.	084-06331	    
0001410578-16-000765	asServiceCompanyTransferAgent	14	State Street Bank & Trust Company	085-05003	    
0001410578-16-000765	asServiceCompanyTransferAgent	15	T. Rowe Price Services, Inc.	084-01079	    
0001410578-16-000765	asServiceCompanyTransferAgent	16	UMB Fund Services Inc.	084-05792	    
0001410578-16-000765	asServiceCompanyTransferAgent	17	JPMorgan Chase Bank NA	085-11399	    
0001410578-16-000765	asServiceCompanyTransferAgent	18	Bank of New York/Mellon	085-05006	    
0001410578-16-000765	asServiceCompanyTransferAgent	19	Prudential Mutual Fund Services LLC	084-05681	    
0001410578-16-000765	asServiceCompanyTransferAgent	20	Citi Fund Services of Ohio	085-11408	    
0001410578-16-000765	asServiceCompanyTransferAgent	21	Waddell & Reed Services Company	084-01062	    
0001410578-16-000765	asServiceCompanyTransferAgent	22	Northern Trust Co.	085-05127	    
0001410578-16-000765	asServiceCompanyTransferAgent	23	SEI Institutional Transfer Agent, Inc.	084-06349	    
0001410578-16-000765	asServiceCompanyTransferAgent	24	Columbia Management Investor Services Corp	084-05685	    
0001410578-16-000765	asServiceCompanyTransferAgent	25	Bank of New York Mellon Trust Co. NA	085-11396	    
0001410578-16-000765	asServiceCompanyTransferAgent	26	Invesco Investment Services Inc.	084-05432	    
0001410578-16-000765	asServiceCompanyTransferAgent	27	Vanguard Group Inc.	084-00772	    
0001410578-16-000765	asServiceCompanyTransferAgent	28	Russel Fund Services Co.	084-06276	    
0001410578-16-000765	asServiceCompanyTransferAgent	29	NYLIM Service Company	084-05844	    
0001410578-16-000765	asServiceCompanyTransferAgent	30	State Farm Investment Management Corp	084-00839	    
0001410578-16-000765	asServiceCompanyTransferAgent	31	American Stock Transfer and Trust Company	084-00416	    
0001410578-16-000765	asServiceCompanyTransferAgent	32	Parnassus Investments	084-01519	    
0001410578-16-000765	asServiceCompanyTransferAgent	33	FIS Investor Services,LLC	084-06522	    
0000883757-16-000020	asServiceCompanyTransferAgent	1	Registrar and Transfer Company	084-00436	    
0000883757-16-000020	serviceCompanyTransferAgent	1	TMX Equity Transfer Services Inc.	084-06502	    
0000883757-16-000019	asServiceCompany	1	Registrar and Transfer Company	084-00436	10 Commerce Drive  Cranford  07016
0000883757-16-000019	serviceCompany	1	TMX Equity Transfer Services Inc.	084-06502	200 University Avenue Suite 300 Toronto  M5H 4H1
0001288763-16-000010	asServiceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0001288763-16-000010	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288763-16-000010	asServiceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288763-16-000010	serviceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0001288763-16-000010	serviceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288763-16-000010	serviceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288777-16-000012	asServiceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-16-000012	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-16-000012	asServiceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288777-16-000012	serviceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-16-000012	serviceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-16-000012	serviceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001133796-16-000223	asServiceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0001133796-16-000223	asServiceCompanyTransferAgent	2	CST Trust Company	084-06506	    
0001144204-16-091798	asServiceCompanyTransferAgent	1	Columbia Stock Transfer Company	084-01153	    
0000740583-16-000437	asServiceCompany	1	Rydex Fund Services, LLC	084-05475	805 King Farm Blvd.  Suite 600  Rockville  20805
0001139576-16-000003	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001434234-16-000003	serviceCompanyTransferAgent	1	DIRECT TRANSFER, LLC	084-06338	    
0000920493-16-000005	serviceCompanyTransferAgent	1	Ultimus Fund Solutions, LLC	084-05829	    
0001062993-16-008630	asServiceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC	084-00416	    
0001062993-16-008630	serviceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC	084-00416	    
0001062993-16-008630	serviceCompanyTransferAgent	2	Computershare Investor Services Inc.	084-06111	    
0001062993-16-008630	serviceCompanyTransferAgent	3	CST Investor Services Inc.	084-06416	    
0001062993-16-008629	asServiceCompanyTransferAgent	1	CST Trust Company	084-06506	    
0001062993-16-008629	serviceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC	084-00416	    
0001062993-16-008629	serviceCompanyTransferAgent	2	Computershare Investor Services Inc.	084-06111	    
0001062993-16-008627	serviceCompany	1	American Stock Transfer & Trust Company, LLC	084-06416	Operations Centre 620 15th Avenue Brooklyn  11219
0001062993-16-008627	serviceCompany	2	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001062993-16-008627	serviceCompany	3	CST Investor Services Inc.	084-06416	320 Bay Street 3rd Floor Toronto  M5H 4A6
0001062993-16-008626	asServiceCompany	1	American Stock Transfer & Trust Company, LLC	084-00416	Operations Center 6201 15th Avenue Brooklyn  11219
0001062993-16-008626	asServiceCompany	2	Computershare Investor Services Inc.	084-06111	100 University Ave 8th Floor Toronto  M5J 2Y1
0001062993-16-008626	asServiceCompany	3	CST Trust Company	084-06506	320 Bay Street 3rd Floor Toronto  M5H 4A6
0000826613-16-000006	serviceCompanyTransferAgent	1	Continental Stock Transfer & Trust	084-00034	    
0000826613-16-000006	serviceCompanyTransferAgent	2	Broadridge Corporate Issuer Solutions, Inc.	084-01007	    
0000769188-16-000007	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0001077223-16-000023	serviceCompanyTransferAgent	1	JP MORGAN	085-11399	    
0001077223-16-000020	serviceCompany	1	J. P. Morgan	085-11399	One Beacon Street, 20th Floor  Boston  02108
0001146230-16-000031	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001146230-16-000031	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001146230-16-000031	asServiceCompanyTransferAgent	3	Computershare Investor Services Inc.	084-06111	    
0001146230-16-000031	asServiceCompanyTransferAgent	4	State Street Bank and Trust Company	085-05003	    
0001146230-16-000031	asServiceCompanyTransferAgent	5	Computershare Trust Company, N.A.	085-11340	    
0001146230-16-000031	asServiceCompanyTransferAgent	6	The Bank of New York Mellon	085-05006	    
0001146230-16-000031	asServiceCompanyTransferAgent	7	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0001146230-16-000031	asServiceCompanyTransferAgent	8	Citi Fund Services Ohio, Inc.	085-11408	    
0001146230-16-000031	serviceCompanyTransferAgent	1	Computershare Trust Company of Canada	084-06112	    
0000854890-16-000004	serviceCompanyTransferAgent	1	FIS Investor Services LLC	084-06522	    
0001145892-16-000004	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001145892-16-000004	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001145892-16-000004	asServiceCompanyTransferAgent	3	Computershare Investor Services Inc.	084-06111	    
0001145892-16-000004	asServiceCompanyTransferAgent	4	Citi Fund Services Ohio, Inc.	085-11408	    
0001145892-16-000004	serviceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001064418-16-000009	asServiceCompanyTransferAgent	1	Frank Russell Trust Company	084-01626	    
0001218371-16-000004	serviceCompanyTransferAgent	1	American Stock Transer Company & Trust, LLC	084-00416	    
0001007444-16-000048	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001018490-16-000034	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0001599918-16-000014	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0000839266-16-000004	serviceCompanyTransferAgent	1	American Stock Transfer & Trust Company, LLC	084-00416	    
0001452780-16-000007	asServiceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0000831495-16-000019	serviceCompanyTransferAgent	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	    
0000854729-16-000006	asServiceCompanyTransferAgent	1	UMB Bank & Trust, National Association	085-11314	    
0000842657-16-000036	serviceCompanyTransferAgent	1	DST Systems, Inc.	084-00448	    
0001022437-16-000005	serviceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0001022437-16-000005	serviceCompanyTransferAgent	2	Computershare Inc	084-05925	    
0000848027-16-000005	serviceCompanyTransferAgent	1	Deutsche Bank Trust Company Americas	085-05212	    
0000848027-16-000005	serviceCompanyTransferAgent	2	U.S. Bank National Association	085-11347	    
0000024179-16-000009	asServiceCompanyTransferAgent	1	Pacific Stock Transfer & Trust Company	084-01145	    
0000024179-16-000009	asServiceCompanyTransferAgent	2	Deutsche Bank Trust Company	085-05212	    
0000024179-16-000009	asServiceCompanyTransferAgent	3	Deutsche Bank National Trust Company (DBNTC)	085-11220	    
0001630490-16-000008	asServiceCompanyTransferAgent	1	Boston Trust & Investment Management, Inc	085-00174	    
0001630490-16-000008	asServiceCompanyTransferAgent	2	Citi Fund Services Ohio, Inc	085-11408	    
0001630490-16-000008	asServiceCompanyTransferAgent	3	Diamond Capital Management, Inc	084-06385	    
0000913181-16-000025	asServiceCompanyTransferAgent	1	Gemini Fund Services	084-06083	    
0000913181-16-000025	serviceCompanyTransferAgent	1	se2, Inc	084-06285	    
0001103598-16-000007	serviceCompanyTransferAgent	1	Boston Financial Data Services Inc.	084-00896	    
0000950123-16-015570	serviceCompany	1	Xerox HR Solutions, LLC (formerly ACS HR Solutions, LLC)	084-06035	485 Lexington Avenue  New York  10017
0000950123-16-015570	serviceCompany	2	National Financial Services, LLC	085-05888	499 Washington Blvd. 5th FL Jersey City  07310
0000950123-16-015570	serviceCompany	3	Hewitt Associates LLC	084-01996	100 Half Day Rd  Lincolnshire  60069
0000950123-16-015570	serviceCompany	4	LPL Financial LLC	084-05637	4707 Executive Drive  San Diego  92121
0000950123-16-015570	serviceCompany	5	The Vanguard Group, Inc.	084-00772	100 Vanguard Blvd.  Malvern  19355
0000950123-16-015570	serviceCompany	6	BNY Mellon Investment Servicing (U.S.) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0000950123-16-015570	serviceCompany	7	Valic Retirement Services Co.	084-06057	2929 Allen Parkway L4-01  Houston  77109
0000950123-16-015570	serviceCompany	8	Edward D Jones & Co LP	084-01496	12555 Manchester Rd  St. Louis  63131
0000950123-16-015570	serviceCompany	9	Fidelity Investments Institutional Operations Co Inc	084-01839	245 Summer Street  Boston  02210
0000950123-16-015570	serviceCompany	10	Marshall & Ilsley Trust Co National Association	085-11354	111 East Kilbourn Ave  Milwaukee  53202
0000950123-16-015570	serviceCompany	11	UMB Bank NA	085-10225	1010 Grand Blvd  Kansas City  64106
0000950123-16-015570	serviceCompany	12	Wilmington Trust Co	085-05557	1100 North Market Street  Wilmington  19890
0000950123-16-015570	serviceCompany	13	Nationwide Fund Management LLC	084-00825	1000 Continental Drive Suite 400 King Of Prussia  19406
