ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000818238-20-000002	currentAgent							0	0.0
0000818238-20-000002	directRegistrationSystem							93	
0000818238-20-000002	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000818238-20-000002	transMaintainMasterSecHolder	0.0	0.0	93.0	0.0	0.0	0.0		
0000818238-20-000002	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000818238-20-000002	priorAgent							0	0.0
0000818238-20-000002	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000818238-20-000002	dividendReinvDirectPurchasePlan							93	
0000818238-20-000002	dividendAndInterest							62	74335341.21
0001776449-20-000007	currentAgent							0	0.0
0001776449-20-000007	transMaintainMasterSecHolder	4.0	0.0	0.0	0.0	0.0	0.0		
0001776449-20-000007	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001776449-20-000007	priorAgent							0	0.0
0001776449-20-000007	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001776449-20-000007	dividendReinvDirectPurchasePlan							0	
0001776449-20-000007	dividendAndInterest							0	0.0
0001776449-20-000007	directRegistrationSystem							0	
0001776449-20-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
