ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0001179706-11-000116	1	31-DEC-2010	0	0
0000746972-11-000001	1	07-JUL-2010	662	262
0000838617-11-000003	1	05-AUG-2010	1	0
0000939057-11-000090	1		0	0
0001077455-11-000002	1		0	0
0001114874-11-000003	1	31-MAR-2010	11	0
0001114874-11-000003	2	01-NOV-2010	2	0
0001323210-11-000003	1		0	0
0001359797-11-000001	1		0	0
0001145722-11-000004	1	26-JAN-2010	1	1
0001145722-11-000004	2	22-FEB-2010	1	1
0001145722-11-000004	3	19-MAR-2010	1	1
0001145722-11-000004	4	08-APR-2010	1	1
0001145722-11-000004	6	13-SEP-2010	1	1
0001145722-11-000004	7	15-OCT-2010	1	1
0001145722-11-000004	5	23-JUL-2010	1	1
0000735383-11-000003	15	07-JUN-2010	1	0
0000735383-11-000003	16	06-JUL-2010	365	35
0000735383-11-000003	17	03-AUG-2010	566	90
0000735383-11-000003	18	03-SEP-2010	426	24
0000735383-11-000003	19	04-OCT-2010	134	19
0000735383-11-000003	21	03-DEC-2010	418	29
0000735383-11-000003	14	04-JUN-2010	3	0
0000735383-11-000003	13	03-JUN-2010	407	52
0000735383-11-000003	12	05-MAY-2010	2	0
0000735383-11-000003	11	04-MAY-2010	2	0
0000735383-11-000003	10	03-MAY-2010	444	88
0000735383-11-000003	9	07-APR-2010	1	0
0000735383-11-000003	8	06-APR-2010	1	0
0000735383-11-000003	7	05-APR-2010	205	27
0000735383-11-000003	6	12-MAR-2010	10	0
0000735383-11-000003	5	03-MAR-2010	530	96
0000735383-11-000003	4	05-FEB-2010	1	0
0000735383-11-000003	3	04-FEB-2010	1	0
0000735383-11-000003	2	03-FEB-2010	1017	182
0000735383-11-000003	1	04-JAN-2010	135	10
0000735383-11-000003	20	03-NOV-2010	181	12
0001273515-11-000045	1	01-JAN-2008	0	0
0001140361-11-019829	1	05-MAR-2010	358	1
0001140361-11-019829	2	07-APR-2010	357	2
0001140361-11-019829	3	04-MAY-2010	355	1
0001140361-11-019829	4	28-MAY-2010	354	1
0001140361-11-019829	5	07-SEP-2010	354	0
0001094768-11-000004	1	10-DEC-2010	409	0
0000950123-11-031637	1	31-DEC-2010	0	0
