ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000352083-08-000002	asServiceCompanyTransferAgent	1	OLYMPIA TRUST COMPANY	084-05915	    
0001254834-08-000003	serviceCompanyTransferAgent	1	SUPERIOR STOCK TRANSFER, INC.	084-06121	    
0000838927-08-000001	asServiceCompanyTransferAgent	1	U S Bank National Association	085-11347	    
0000838927-08-000001	serviceCompanyTransferAgent	1	Mellon Investor Services LLC	084-05579	    
0000823579-08-000022	serviceCompanyTransferAgent	1	Continental Stock Transfer	084-00034	    
0000823579-08-000021	serviceCompanyTransferAgent	1	Continental Stock Transfer	084-00034	    
0001103598-08-000004	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0001269002-08-000005	asServiceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001269002-08-000005	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001269002-08-000005	asServiceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001269002-08-000005	serviceCompanyTransferAgent	1	Computershare Investor Services Inc	084-06111	    
0001269002-08-000005	serviceCompanyTransferAgent	2	Computershare Trust Company,  NA	085-05925	    
0001269002-08-000005	serviceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0000839552-08-000003	serviceCompanyTransferAgent	1	U.S. Bank National Association	085-11347	    
0000009713-08-000024	serviceCompanyTransferAgent	1	BFDS	084-00896	    
0001288777-08-000005	asServiceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-08-000005	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-08-000005	asServiceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288777-08-000005	serviceCompanyTransferAgent	1	Computershare Investor Services Inc.	084-06111	    
0001288777-08-000005	serviceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288777-08-000005	serviceCompanyTransferAgent	3	Computershare Inc.	084-05925	    
0001288763-08-000004	asServiceCompanyTransferAgent	1	Computershare Inc.	084-05925	    
0001288763-08-000004	asServiceCompanyTransferAgent	2	Computershare Trust Company, NA	085-11340	    
0001288763-08-000004	asServiceCompanyTransferAgent	3	Computershare Trust Company of Canada	084-06112	    
