ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000352083-08-000002	1	31-DEC-2007	0	0
0000950144-08-002480	1	31-DEC-2007	0	0
0001380486-08-000005	1	31-DEC-2007	0	0
0001179706-08-000032	1	31-DEC-2007	0	0
0000838927-08-000001	1	28-AUG-2007	351	1
0000823579-08-000022	1	17-OCT-2007	3632	186
0000823579-08-000021	6	19-FEB-2007	11	9
0000823579-08-000021	7	23-MAY-2007	1	1
0000823579-08-000021	8	07-JUN-2007	2	1
0000823579-08-000021	9	12-JUN-2007	1	0
0000823579-08-000021	10	13-JUN-2007	540	317
0000823579-08-000021	11	18-JUN-2007	2	2
0000823579-08-000021	12	23-JUL-2007	1	1
0000823579-08-000021	13	10-AUG-2007	3	2
0000823579-08-000021	14	27-AUG-2007	4	2
0000823579-08-000021	15	09-OCT-2007	13	7
0000823579-08-000021	16	22-OCT-2007	1	1
0000823579-08-000021	17	19-NOV-2007	1	0
0000823579-08-000021	18	10-DEC-2007	3	3
0000823579-08-000021	19	17-DEC-2007	753	330
0000823579-08-000021	1	10-JAN-2007	230	105
0000823579-08-000021	5	08-FEB-2007	9	6
0000823579-08-000021	2	18-JAN-2007	10	5
0000823579-08-000021	3	22-JAN-2007	1	0
0000823579-08-000021	4	30-JAN-2007	8	4
0001352392-08-000066	1	01-NOV-2007	497	0
0001103598-08-000004	1	31-DEC-2007	0	0
0001269002-08-000005	1	27-MAR-2007	4734	2052
0000009713-08-000024	11	23-NOV-2007	156	42
0000009713-08-000024	12	24-DEC-2007	515	114
0000009713-08-000024	10	23-OCT-2007	66	22
0000009713-08-000024	1	23-JAN-2007	887	135
0000009713-08-000024	2	23-FEB-2007	20	6
0000009713-08-000024	3	23-MAR-2007	28	3
0000009713-08-000024	4	25-APR-2007	9	1
0000009713-08-000024	5	23-MAY-2007	46	7
0000009713-08-000024	6	25-JUN-2007	313	108
0000009713-08-000024	7	23-JUL-2007	306	82
0000009713-08-000024	8	23-AUG-2007	2296	367
0000009713-08-000024	9	24-SEP-2007	480	134
0000088525-08-000264	1	31-DEC-2007	0	0
0001140361-08-008140	1	28-MAR-2008	0	0
0001145722-08-000002	2	11-MAY-2007	4	3
0001145722-08-000002	1	02-FEB-2007	4	3
0001145722-08-000002	3	16-AUG-2007	4	3
0001288777-08-000005	1	02-APR-2007	175273	18269
0001288777-08-000005	2	31-OCT-2007	136337	41318
0001288763-08-000004	1	02-APR-2007	83205	5661
0001288763-08-000004	2	31-OCT-2007	69220	18559
0001077455-08-000005	1	01-JAN-2007	0	0
0000950144-08-002453	1	31-DEC-2007	0	0
0000009713-08-000022	3	28-SEP-2007	0	0
0000009713-08-000022	2	29-JUN-2007	0	0
0000009713-08-000022	1	30-MAR-2007	0	0
0000009713-08-000022	4	31-DEC-2007	0	0
0000107034-08-000005	1	31-DEC-2007	0	0
0001297564-08-000003	1	08-NOV-2007	40	0
0000752336-08-000004	1	10-JAN-2007	39	21
0000752336-08-000004	2	11-FEB-2007	53	26
0000752336-08-000004	3	10-MAR-2007	54	33
0000752336-08-000004	4	10-APR-2007	21	9
0000752336-08-000004	5	12-MAY-2007	55	21
0000752336-08-000004	6	10-JUN-2007	42	38
0000752336-08-000004	7	10-JUL-2007	94	42
0000752336-08-000004	8	11-AUG-2007	74	24
0000752336-08-000004	9	10-SEP-2007	59	19
0000752336-08-000004	10	10-OCT-2007	65	14
0000752336-08-000004	11	10-NOV-2007	41	11
0000752336-08-000004	12	10-DEC-2007	108	27
0001144204-08-018885	2	17-DEC-2007	13	3
0001144204-08-018885	1	20-JUN-2007	7	1
0001295046-08-000003	1	11-JAN-2008	0	0
0001359599-08-000005	3	28-SEP-2007	280	231
0001359599-08-000005	4	29-SEP-2007	83	53
0001359599-08-000005	1	26-APR-2007	50	29
0001359599-08-000005	2	30-APR-2007	126	100
0001029661-08-000006	1	31-DEC-2007	0	0
0000733598-08-000002	10	14-MAY-2007	1	0
0000733598-08-000002	27	12-DEC-2007	4	0
0000733598-08-000002	12	12-JUN-2007	3	0
0000733598-08-000002	13	13-JUN-2007	3	0
0000733598-08-000002	14	10-JUL-2007	380	48
0000733598-08-000002	15	11-JUL-2007	3	0
0000733598-08-000002	16	12-JUL-2007	3	0
0000733598-08-000002	17	10-AUG-2007	152	18
0000733598-08-000002	18	13-AUG-2007	4	0
0000733598-08-000002	19	14-AUG-2007	4	0
0000733598-08-000002	20	10-SEP-2007	966	119
0000733598-08-000002	21	10-OCT-2007	336	21
0000733598-08-000002	22	12-NOV-2007	681	45
0000733598-08-000002	23	13-NOV-2007	2	0
0000733598-08-000002	11	11-JUN-2007	1748	280
0000733598-08-000002	26	11-DEC-2007	5	0
0000733598-08-000002	25	10-DEC-2007	604	79
0000733598-08-000002	24	14-NOV-2007	2	0
0000733598-08-000002	1	10-JAN-2007	368	81
0000733598-08-000002	2	11-JAN-2007	4	0
0000733598-08-000002	3	12-FEB-2007	1366	202
0000733598-08-000002	4	12-MAR-2007	710	142
0000733598-08-000002	5	10-APR-2007	278	60
0000733598-08-000002	6	11-APR-2007	2	0
0000733598-08-000002	7	12-APR-2007	2	0
0000733598-08-000002	8	10-MAY-2007	505	64
0000733598-08-000002	9	11-MAY-2007	1	0
0001302656-08-000004	1	01-JAN-2007	0	0
0001094768-08-000004	1	17-JAN-2008	7055	3779
0001408129-08-000005	1	31-DEC-2007	0	0
0001408996-08-000007	1	31-DEC-2007	0	0
0001372678-08-000005	1	28-JUL-2007	1	1
0001049169-08-000002	3	04-SEP-2007	50	33
0001049169-08-000002	2	25-MAY-2007	68	44
0001049169-08-000002	1	14-FEB-2007	88	58
0001049169-08-000002	4	29-NOV-2007	54	40
0001327356-08-000002	1	31-DEC-2007	0	0
0000794265-08-000002	17	23-NOV-2007	1080	318
0000794265-08-000002	18	26-NOV-2007	3	0
0000794265-08-000002	19	27-NOV-2007	3	0
0000794265-08-000002	20	24-DEC-2007	242	67
0000794265-08-000002	13	24-SEP-2007	444	128
0000794265-08-000002	12	23-AUG-2007	770	254
0000794265-08-000002	11	23-JUL-2007	199	81
0000794265-08-000002	10	27-JUN-2007	1	0
0000794265-08-000002	16	25-OCT-2007	3	0
0000794265-08-000002	15	24-OCT-2007	3	0
0000794265-08-000002	14	23-OCT-2007	124	49
0000794265-08-000002	7	23-MAY-2007	526	184
0000794265-08-000002	6	23-APR-2007	53	40
0000794265-08-000002	9	26-JUN-2007	1	0
0000794265-08-000002	8	25-JUN-2007	967	320
0000794265-08-000002	1	23-JAN-2007	92	47
0000794265-08-000002	2	24-JAN-2007	3	0
0000794265-08-000002	3	25-JAN-2007	3	0
0000794265-08-000002	4	23-FEB-2007	1191	648
0000794265-08-000002	5	23-MAR-2007	255	157
0001283467-08-000001	1	25-FEB-2008	0	0
0001431194-08-000001	4	17-DEC-2007	3	1
0001431194-08-000001	3	21-NOV-2007	3	3
0001431194-08-000001	1	31-MAY-2007	1	0
0001431194-08-000001	2	24-OCT-2007	6	2
0000734846-08-000001	3	28-SEP-2007	121	53
0000734846-08-000001	2	29-JUN-2007	171	76
0000734846-08-000001	1	30-MAR-2007	163	64
0000734846-08-000001	4	31-DEC-2007	234	103
0001339630-08-000003	1	31-DEC-2007	0	0
0001144204-08-018718	1	01-JAN-2007	0	0
0000889231-08-000006	1	14-FEB-2007	7	6
0000889231-08-000006	2	16-AUG-2007	3	1
0001285911-08-000002	4	12-DEC-2007	3676	1483
0001285911-08-000002	2	13-APR-2007	902	390
0001285911-08-000002	1	11-JAN-2007	1954	890
0001285911-08-000002	3	25-JUN-2007	3483	1546
0000950134-08-005671	1	16-OCT-2007	6	0
0000950133-08-001345	1	04-NOV-2007	0	0
0001078782-08-000382	2	25-SEP-2007	131	10
0001078782-08-000382	1	05-MAR-2007	20	3
0000896852-08-000003	3	06-AUG-2007	6515	1441
0000896852-08-000003	4	04-DEC-2007	5468	1108
0000896852-08-000003	2	16-APR-2007	3403	1410
0000896852-08-000003	1	03-JAN-2007	6877	2662
0000896852-08-000002	2	16-APR-2007	3403	1410
0000896852-08-000002	1	03-JAN-2007	6877	2662
0000896852-08-000002	4	04-DEC-2007	5468	1108
0000896852-08-000002	3	06-AUG-2007	6515	1441
0001431217-08-000002	4	15-OCT-2007	18	13
0001431217-08-000002	3	06-JUL-2007	22	14
0001431217-08-000002	2	19-APR-2007	23	19
0001431217-08-000002	1	12-JAN-2007	11	8
0001431216-08-000003	3	06-JUL-2007	547	332
0001431216-08-000003	2	19-APR-2007	615	445
0001431216-08-000003	1	12-JAN-2007	751	571
0001431216-08-000003	4	15-OCT-2007	448	347
0000839098-08-000003	1	16-MAY-2007	21	1
0000854922-08-000001	11	22-JAN-2007	397	166
0000854922-08-000001	12	24-JUL-2007	1458	477
0000854922-08-000001	13	09-APR-2007	185	61
0000854922-08-000001	14	09-DEC-2007	149	30
0000854922-08-000001	15	24-JAN-2007	45	24
0000854922-08-000001	16	16-JAN-2007	1129	378
0000854922-08-000001	17	14-FEB-2007	223	122
0000854922-08-000001	18	27-SEP-2007	12	7
0000854922-08-000001	19	17-OCT-2007	657	297
0000895467-08-000003	1	18-JUN-2007	54	54
0000895467-08-000003	2	27-AUG-2007	44	44
0000717511-08-000002	1	06-FEB-2007	1	1
0000088525-08-000195	1	01-JAN-2007	6	0
0000088525-08-000195	2	01-MAR-2007	3	1
0000088525-08-000195	3	01-APR-2007	26	7
0000088525-08-000195	4	01-MAY-2007	51	18
0000088525-08-000195	5	01-JUN-2007	30	9
0000088525-08-000195	6	01-JUL-2007	1	0
0000088525-08-000195	7	01-AUG-2007	2	0
0000088525-08-000195	8	01-SEP-2007	23	2
0001227022-08-000002	1	31-DEC-2007	0	0
0000950144-08-002411	1	18-MAY-2007	1537	944
0001004224-08-000001	1	19-JUL-2007	2969	960
0001004224-08-000001	2	16-NOV-2007	18431	7867
0000854922-08-000001	1	13-JUL-2007	32398	24427
0000854922-08-000001	2	06-AUG-2007	167146	122535
0000854922-08-000001	3	30-JAN-2007	2314	1159
0000854922-08-000001	4	12-OCT-2007	459	215
0000854922-08-000001	5	28-DEC-2006	1991	571
0000854922-08-000001	6	07-SEP-2007	2572	758
0000854922-08-000001	7	28-FEB-2007	4200	2231
0000854922-08-000001	8	11-OCT-2007	16974	6215
0000854922-08-000001	9	06-AUG-2007	14104	8375
0000854922-08-000001	10	02-NOV-2007	1492	542
0000839098-08-000003	2	15-OCT-2007	22	2
0000838981-08-000004	10	21-MAY-2007	9	8
0000838981-08-000004	6	08-FEB-2007	4	3
0000838981-08-000004	22	17-DEC-2007	95	76
0000838981-08-000004	21	19-NOV-2007	4	4
0000838981-08-000004	20	22-OCT-2007	14	11
0000838981-08-000004	19	17-SEP-2007	26	18
0000838981-08-000004	4	22-JAN-2007	24	14
0000838981-08-000004	3	19-JAN-2007	1	0
0000838981-08-000004	2	18-JAN-2007	3	3
0000838981-08-000004	1	05-JAN-2007	1	1
0000838981-08-000004	7	19-FEB-2007	20	16
0000838981-08-000004	8	20-MAR-2007	29	24
0000838981-08-000004	9	23-APR-2007	19	12
0000838981-08-000004	5	30-JAN-2007	16	12
0000838981-08-000004	11	06-JUN-2007	25	21
0000838981-08-000004	12	12-JUN-2007	1	0
0000838981-08-000004	13	18-JUN-2007	20	17
0000838981-08-000004	14	05-JUL-2007	4	3
0000838981-08-000004	15	17-JUL-2007	4	4
0000838981-08-000004	16	23-JUL-2007	41	34
0000838981-08-000004	17	10-AUG-2007	11	7
0000838981-08-000004	18	27-AUG-2007	15	12
0000950152-08-002433	1	24-JUL-2007	2824	1510
0000950144-08-002401	2	19-APR-2007	1	0
0000950144-08-002401	3	20-APR-2007	1	0
0000950144-08-002401	4	26-SEP-2007	1	0
0000950144-08-002401	1	19-JAN-2007	1	0
0000893220-08-000923	1	28-MAR-2008	0	0
0001397265-08-000005	7	23-MAY-2007	1	1
0001397265-08-000005	6	22-MAY-2007	4	2
0001397265-08-000005	4	23-APR-2007	2	0
0001397265-08-000005	5	02-MAY-2007	1	1
0001397265-08-000005	3	09-APR-2007	3	1
0001397265-08-000005	2	05-APR-2007	6	0
0001397265-08-000005	1	15-FEB-2007	1	1
0001104659-08-020802	2	30-JUL-2007	6	6
0001104659-08-020802	3	20-DEC-2007	3	2
0001104659-08-020802	1	21-FEB-2007	5	4
0000883757-08-000004	1	31-DEC-2007	0	0
0001253179-08-000002	1	03-JAN-2007	194	53
0001253179-08-000002	2	24-JUL-2007	193	47
0001202048-08-000002	2	28-NOV-2007	16772	16372
0001202048-08-000002	1	29-MAY-2007	14685	14389
0000878357-08-000004	2	29-JUN-2007	4745	659
0000878357-08-000004	3	28-SEP-2007	7314	1144
0000878357-08-000004	4	31-DEC-2007	8981	801
0000878357-08-000004	1	30-MAR-2007	6241	467
0000735383-08-000005	1	03-JAN-2007	276	135
0000735383-08-000005	2	05-FEB-2007	294	140
0000735383-08-000005	3	05-MAR-2007	282	110
0000735383-08-000005	4	03-APR-2007	57	21
0000735383-08-000005	5	03-MAY-2007	155	42
0000735383-08-000005	6	04-JUN-2007	324	117
0000735383-08-000005	7	03-JUL-2007	554	227
0000735383-08-000005	8	03-AUG-2007	270	121
0000735383-08-000005	9	04-SEP-2007	223	98
0000735383-08-000005	10	03-OCT-2007	189	26
0000735383-08-000005	11	05-NOV-2007	333	53
0000735383-08-000005	12	03-DEC-2007	189	22
0000096536-08-000014	1	01-APR-2007	4	3
0000096536-08-000014	2	01-MAY-2007	2	0
0001022437-08-000002	1	31-DEC-2007	0	0
0000839097-08-000003	1	31-DEC-2007	0	0
0000842168-08-000001	1	31-DEC-2007	0	0
0000882734-08-000009	1	31-DEC-2007	0	0
0000848027-08-000002	1	31-DEC-2007	0	0
0001018490-08-000008	5	08-JUN-2007	15	12
0001018490-08-000008	11	26-DEC-2007	12	10
0001018490-08-000008	10	16-OCT-2007	2	1
0001018490-08-000008	9	03-OCT-2007	1	1
0001018490-08-000008	8	17-SEP-2007	19	11
0001018490-08-000008	7	09-AUG-2007	2	1
0001018490-08-000008	6	12-JUL-2007	10	5
0001018490-08-000008	4	06-APR-2007	2	0
0001018490-08-000008	3	22-MAR-2007	9	7
0001018490-08-000008	2	09-FEB-2007	26	17
0001018490-08-000008	1	24-JAN-2007	5	3
0000783398-08-000003	30	19-DEC-2007	1	0
0000783398-08-000003	19	17-AUG-2007	1	0
0000783398-08-000003	8	16-APR-2007	81	10
0000783398-08-000003	9	15-MAY-2007	2361	1006
0000783398-08-000003	10	16-MAY-2007	2	0
0000783398-08-000003	18	16-AUG-2007	1	0
0000783398-08-000003	11	17-MAY-2007	1	0
0000783398-08-000003	16	18-JUL-2007	1	0
0000783398-08-000003	15	17-JUL-2007	1	0
0000783398-08-000003	14	16-JUL-2007	147	50
0000783398-08-000003	13	18-JUN-2007	1	1
0000783398-08-000003	12	15-JUN-2007	1723	540
0000783398-08-000003	17	15-AUG-2007	1161	307
0000783398-08-000003	1	16-JAN-2007	1673	376
0000783398-08-000003	2	17-JAN-2007	3	1
0000783398-08-000003	3	18-JAN-2007	1	0
0000783398-08-000003	4	15-FEB-2007	1233	405
0000783398-08-000003	5	16-FEB-2007	1	0
0000783398-08-000003	6	20-FEB-2007	1	0
0000783398-08-000003	29	18-DEC-2007	2	0
0000783398-08-000003	28	17-DEC-2007	1377	164
0000783398-08-000003	27	16-NOV-2007	1	0
0000783398-08-000003	26	15-NOV-2007	883	177
0000783398-08-000003	25	17-OCT-2007	1	0
0000783398-08-000003	24	16-OCT-2007	1	0
0000783398-08-000003	23	15-OCT-2007	158	58
0000783398-08-000003	22	24-SEP-2007	1	0
0000783398-08-000003	21	21-SEP-2007	1	0
0000783398-08-000003	20	17-SEP-2007	540	280
0000783398-08-000003	7	15-MAR-2007	403	121
0001005262-08-000001	1	14-DEC-2007	0	0
0000868275-08-000007	24	11-SEP-2007	2	0
0000868275-08-000007	25	12-SEP-2007	6	0
0000868275-08-000007	26	13-SEP-2007	2	0
0000868275-08-000007	27	17-SEP-2007	7	1
0000868275-08-000007	28	18-SEP-2007	1	0
0000868275-08-000007	29	21-SEP-2007	3	0
0000868275-08-000007	30	25-SEP-2007	1	0
0000868275-08-000007	31	26-SEP-2007	2	0
0000868275-08-000007	32	27-SEP-2007	1	0
0000868275-08-000007	33	04-OCT-2007	1	0
0000868275-08-000007	34	05-OCT-2007	2	0
0000868275-08-000007	35	09-OCT-2007	1	0
0000868275-08-000007	36	10-OCT-2007	1	0
0000868275-08-000007	37	15-OCT-2007	1	0
0000868275-08-000007	38	16-OCT-2007	1	0
0000868275-08-000007	1	20-JAN-2007	3	0
0000868275-08-000007	2	21-JAN-2007	57	6
0000868275-08-000007	3	08-FEB-2007	2	0
0000868275-08-000007	4	22-MAR-2007	3	0
0000868275-08-000007	5	09-MAY-2007	1	0
0000868275-08-000007	6	16-MAY-2007	26	0
0000868275-08-000007	7	08-JUN-2007	2	0
0000868275-08-000007	8	18-JUN-2007	1	0
0000868275-08-000007	9	20-JUN-2007	1	0
0000868275-08-000007	10	29-JUN-2007	1	0
0000868275-08-000007	11	10-JUL-2007	1	0
0000868275-08-000007	12	23-JUL-2007	42	17
0000868275-08-000007	13	31-JUL-2007	2	0
0000868275-08-000007	14	01-AUG-2007	2	0
0000868275-08-000007	15	09-AUG-2007	1	1
0000868275-08-000007	16	15-AUG-2007	1	0
0000868275-08-000007	17	21-AUG-2007	3	0
0000868275-08-000007	18	24-AUG-2007	4	0
0000868275-08-000007	19	27-AUG-2007	8	5
0000868275-08-000007	20	30-AUG-2007	3	0
0000868275-08-000007	21	31-AUG-2007	27	2
0000868275-08-000007	22	06-SEP-2007	4	0
0000868275-08-000007	39	18-OCT-2007	1	1
0000868275-08-000007	40	24-OCT-2007	4	0
0000868275-08-000007	41	25-OCT-2007	1	0
0000868275-08-000007	42	26-OCT-2007	1	0
0000868275-08-000007	43	29-OCT-2007	1	0
0000868275-08-000007	44	30-OCT-2007	1	0
0000868275-08-000007	45	01-NOV-2007	2	0
0000868275-08-000007	46	21-NOV-2007	1	0
0000868275-08-000007	47	06-DEC-2007	2	0
0000868275-08-000007	48	10-DEC-2007	1	0
0000868275-08-000007	49	13-DEC-2007	2	0
0000868275-08-000007	50	18-DEC-2007	2	0
0000868275-08-000007	51	27-DEC-2007	2	0
0000868275-08-000007	23	07-SEP-2007	2	0
0001000952-08-000005	1	01-MAY-2007	455	210
0001000952-08-000005	2	01-JUN-2007	962	267
0001000952-08-000005	3	01-SEP-2007	9714	8043
0001000952-08-000005	4	01-OCT-2007	4715	3848
0001000952-08-000005	5	01-DEC-2007	113	97
0001007444-08-000011	1	31-DEC-2007	0	0
0000905148-08-001941	1	25-MAR-2008	0	0
0001139576-08-000007	5	28-DEC-2007	10	10
0001139576-08-000007	4	28-SEP-2007	5	5
0001139576-08-000007	3	29-JUN-2007	8	8
0001139576-08-000007	2	30-MAR-2007	10	10
0001139576-08-000007	1	31-JAN-2007	5	5
0000950124-08-001607	1	31-DEC-2007	176466	33027
0001169232-08-001481	2	27-DEC-2007	2	2
0001169232-08-001481	3	31-DEC-2007	9	2
0001169232-08-001481	1	18-DEC-2007	15	3
0000950134-08-005580	1	01-MAY-2007	11	0
0000950134-08-005580	2	31-OCT-2007	32	0
0001350066-08-000006	1	28-MAR-2008	0	0
0000054473-08-000027	3	01-NOV-2007	1	1
0000054473-08-000027	2	22-AUG-2007	2	2
0000054473-08-000027	1	20-MAR-2007	1	1
0000831495-08-000005	12	17-DEC-2007	46	4
0000831495-08-000005	11	15-NOV-2007	86	11
0000831495-08-000005	10	15-OCT-2007	51	13
0000831495-08-000005	9	17-SEP-2007	188	47
0000831495-08-000005	8	15-AUG-2007	217	32
0000831495-08-000005	7	16-JUL-2007	133	45
0000831495-08-000005	4	16-APR-2007	103	31
0000831495-08-000005	5	15-MAY-2007	306	66
0000831495-08-000005	6	15-JUN-2007	193	38
0000831495-08-000005	3	15-MAR-2007	316	71
0000831495-08-000005	2	15-FEB-2007	649	151
0000831495-08-000005	1	16-JAN-2007	188	51
0001144204-08-018025	3	17-SEP-2007	1	1
0001144204-08-018025	2	31-AUG-2007	13	0
0001144204-08-018025	1	23-APR-2007	19	8
0001327382-08-000001	1	31-DEC-2007	0	0
0001277690-08-000012	2	01-FEB-2007	268	179
0001277690-08-000012	3	05-FEB-2007	1	1
0001277690-08-000012	4	08-FEB-2007	2	1
0001277690-08-000012	5	19-FEB-2007	123	84
0001277690-08-000012	6	26-FEB-2007	1	1
0001277690-08-000012	7	13-MAR-2007	34	23
0001277690-08-000012	8	20-MAR-2007	32	12
0001277690-08-000012	9	03-APR-2007	9	7
0001277690-08-000012	10	13-APR-2007	3	1
0001277690-08-000012	11	23-APR-2007	431	157
0001277690-08-000012	12	21-MAY-2007	31	24
0001277690-08-000012	13	30-MAY-2007	16	4
0001277690-08-000012	14	07-JUN-2007	1	1
