ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001557183-16-000015	serviceCompany	1	The Vanguard Group, Inc.	084-00772	100 Vanguard Boulevard v26 Malvern  19355-2900
0000913181-16-000040	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha  68137
0000913181-16-000040	serviceCompany	1	se2, Inc.	084-06285	Mail Zone 567 One Security Benefit Place Topeka  66636-0001
0000735286-16-000024	asServiceCompany	1	Ascensus College Savings Recordkeeping Services, LLC.	084-06488	95 Wells Avenue Suite 160 Newton  02459
0001288777-16-000016	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th floor Toronto  M5J 2Y1
0001288777-16-000016	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288777-16-000016	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001288777-16-000016	serviceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th Floor Toronto  M5J 2Y1
0001288777-16-000016	serviceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288777-16-000016	serviceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
0001146230-16-000035	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York  10043
0001146230-16-000035	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021-1011
0001146230-16-000035	asServiceCompany	3	State Street Bank and Trust Company	085-05003	Two Avenue de Lafayette 6th Floor Boston  02110
0001146230-16-000035	asServiceCompany	4	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-16-000035	asServiceCompany	5	Computershare Investor Services Inc.	084-06111	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0001146230-16-000035	asServiceCompany	6	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0001146230-16-000035	asServiceCompany	7	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough  01581
0001146230-16-000035	serviceCompany	1	Computershare Trust Company of Canada	084-06112	100 University Avenue, 11th Floor  Toronto  M5J 2Y1
0000005732-16-000008	serviceCompany	1	Direct Transfer, LLC	084-06338	500 Perimeter Park Dr, Ste D  Morrisville  27560
0001018490-16-000048	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0000842657-16-000053	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City  64105
0000810704-16-000017	asServiceCompany	1	BNY Mellon Investments Servicing (US) Inc. fka PNC Global Investment Services, Inc.	084-01761	400 Bellevue Parkway  Wilmington  19809
0000810704-16-000017	asServiceCompany	2	Pioneer Investment Management Shareholder Services	084-01359	60 State Street  Boston  02109
0000810704-16-000017	asServiceCompany	3	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000810704-16-000017	asServiceCompany	4	Invesco Investment Services Inc	084-05432	11 Greenway Plaza Ste. 100  Houston  77046
0000810704-16-000017	asServiceCompany	5	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova  95670
0001432532-16-000010	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova  95670
0000024179-16-000013	asServiceCompany	1	Pacific Stock Transfer & Trust Company	084-01145	500 E. Warm Springs Road Suite 240 Las Vegas  89119
0000024179-16-000013	asServiceCompany	2	Deutsche Bank Trust Company	085-05212	60 Wall Street  New York  10005
0000024179-16-000013	asServiceCompany	3	Deutsche Bank National Trust Company (DBNTC)	085-11220	101 California Street 47th Floor San Francisco  94111
0000024179-16-000013	serviceCompany	1	Keane Unclaimed Property	084-00001	450 7th Avenue Suite 905 New York  10123
0000275143-16-000030	asServiceCompany	1	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000275143-16-000030	asServiceCompany	2	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000275143-16-000030	asServiceCompany	3	NYLIM Service Company LLC	084-05844	169 Lackwanna Avenue  Parsippany  07054
0000275143-16-000030	asServiceCompany	4	Columbia Management Investment Services Corp.	084-05685	225 Franklin Street 25th Floor Boston  02110
0000275143-16-000030	asServiceCompany	5	Principal Shareholder Services, Inc.	084-05657	1100 Investment Boulevard Suite 200 El Dorado Hills  95762
0000275143-16-000030	asServiceCompany	6	MFS Service Center, Inc.	084-01316	500 Boylston Street  Boston  02116
0000275143-16-000030	asServiceCompany	7	Transamerica Fund Services, Inc.	084-06130	4600 S Syracuse St Ste 1100  Denver  80237
0000275143-16-000030	asServiceCompany	8	John Hancock Signature Services, Inc.	084-01885	380 Stuart Street  Boston  02116
0000275143-16-000030	asServiceCompany	9	Hartford Administrative Services Company	084-00353	500 Bielenberg Drive Suite 500 Woodbury  55125
0000275143-16-000030	asServiceCompany	10	Citibank, N.A.	085-10232	388 Granite Street  New York  10013
0000275143-16-000030	asServiceCompany	11	Sentinel Administrative Services, Inc.	084-06175	One National Life Drive  Montpelier  05604
0000275143-16-000030	serviceCompany	1	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
0000275143-16-000030	serviceCompany	2	National Financial Data Services, Inc.	084-01078	330 W. 9th Street  Kansas City  64105
0000027048-16-000011	asServiceCompany	1	Thrivent Financial Investor Services Inc.	084-01547	4321 N Ballard Rd  Appleton  54919
0000027048-16-000011	asServiceCompany	2	State Street Bank & Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000027048-16-000011	asServiceCompany	3	DeAWM Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0000027048-16-000011	asServiceCompany	4	State Farm Investment Management Corp	084-00839	Three State Farm Plaza  Bloomington  61709
0000027048-16-000011	asServiceCompany	5	Transamerica Fund Services, Inc.	084-06130	AEGON Purchase Processing 570 Carillon Parkway St Petersburg  33716
0000027048-16-000011	asServiceCompany	6	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000027048-16-000011	asServiceCompany	7	Morgan Stanley Services Co Inc	084-06270	Harborside Financial Center Plaza Two, Third Floor Jersey City  07311
0000027048-16-000011	asServiceCompany	8	Leaf Financial Corporation	084-05900	1845 Walnut St Ste 100 Philadelphia  19103
0000027048-16-000011	asServiceCompany	9	Pioneer Investment Management Shareholder Services, Inc	084-01359	60 State Street  Boston  02109
0000027048-16-000011	asServiceCompany	10	Goldman, Sachs & Co	084-01100	71 South Wacker Drive Suite 400 Chicago  60606
0000027048-16-000011	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	2000 Crown Colony Drive  Quincy  02169
0000027048-16-000011	serviceCompany	2	National Financial Data Services, Inc.	084-01078	330 west 9th Street  Kansas City  64105
0000027048-16-000011	serviceCompany	3	DST Worldwide Services India Private Limited	084-06342	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad  500032
0000027048-16-000011	serviceCompany	4	DST Worldwide Services India Private Limited	084-06342	1st Floor, Block A, Q City Nanakramguda, Gachibowli Hyderabad  500032
0000027048-16-000011	serviceCompany	5	DST Worldwide Services India Private Limited	084-06342	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune  411006
0000869442-16-000011	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	2 Heritage Drive  North Quincy  02171
0001018490-16-000046	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0000842657-16-000051	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City  64105
0000721748-16-001699	asServiceCompany	1	Capital Transfer Agency, ULC	084-06117	121 Richmond Street W Suite 401 Toronto  M5H 2K1
0000721748-16-001698	serviceCompany	1	Pacific Stock Transfer Company	084-01145	6725 Via Austi Parkway Suite 300 Las Vegas  89119
0001133702-16-000024	asServiceCompany	1	Fidelity Investments Institutional Operations Company, Inc.	084-01839	245 Summer Street  Boston  02210
0001111830-16-001692	serviceCompany	1	Ultimus Fund Solutions, LLC	084-05829	225 Pictoria Drive Suite 450 Cincinnati  45246
0001111830-16-001691	asServiceCompany	1	DeAWM Service Company	084-01713	222 South Riverside Plaza  Chicago  60606
0001111830-16-001691	asServiceCompany	2	Federated Shareholder Services Company	084-01869	5800 Corporate Drive  Pittsburgh  15237
0001111830-16-001691	asServiceCompany	3	Lee Financial Recordkeeping, Inc.	084-05507	3113 Olu Street  Honolulu  96816
0001111830-16-001691	asServiceCompany	4	Ultimus Asset Services, LLC	084-00142	9465 Counselors Row Suite 200 Indianapolis  46240
