ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001090027-09-000005	dividendReinvDirectPurchasePlan								
0001090027-09-000005	dividendAndInterest								
0001090027-09-000005	directRegistrationSystem								
0001090027-09-000005	transNotMaintMasterSecHolder								
0001090027-09-000005	currentAgent								
0001090027-09-000005	notTransMaintMasterSecHolder								
0001090027-09-000005	priorAgent								
0001090027-09-000005	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001090027-09-000005	transMaintainMasterSecHolder								
0001242588-09-000008	dividendReinvDirectPurchasePlan							0	
0001242588-09-000008	dividendAndInterest							10	16955854.02
0001242588-09-000008	directRegistrationSystem							0	
0001242588-09-000008	currentAgent							0	0.0
0001242588-09-000008	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001242588-09-000008	securityHolderAccounts	0.0	0.0	0.0	100.0	0.0	0.0		
0001242588-09-000008	transMaintainMasterSecHolder	0.0	0.0	0.0	10.0	0.0	0.0		
0001242588-09-000008	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	3.0		
0001242588-09-000008	priorAgent							0	0.0
0001242588-09-000006	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	3.0		
0001242588-09-000006	transMaintainMasterSecHolder	0.0	0.0	0.0	11.0	0.0	1.0		
0001242588-09-000006	securityHolderAccounts	0.0	0.0	0.0	100.0	0.0	0.0		
0001242588-09-000006	priorAgent							0	0.0
0001242588-09-000006	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001242588-09-000006	currentAgent							0	0.0
0001242588-09-000006	directRegistrationSystem							0	
0001242588-09-000006	dividendReinvDirectPurchasePlan							0	
0001242588-09-000006	dividendAndInterest							11	49739390.38
0001447135-09-000010	directRegistrationSystem								
0001447135-09-000010	dividendAndInterest								
0001447135-09-000010	dividendReinvDirectPurchasePlan								
0001447135-09-000010	notTransMaintMasterSecHolder								
