ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000874230-18-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000874230-18-000004	priorAgent							0	0.0
0000874230-18-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000874230-18-000004	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000874230-18-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000874230-18-000004	dividendAndInterest							4	689666955.22
0000874230-18-000004	directRegistrationSystem							0	
0000874230-18-000004	currentAgent							0	0.0
0000874230-18-000004	dividendReinvDirectPurchasePlan							0	
0001451950-18-000001	dividendReinvDirectPurchasePlan							2	
0001451950-18-000001	dividendAndInterest							8	726115202.41
0001451950-18-000001	directRegistrationSystem							8	
0001451950-18-000001	currentAgent							0	0.0
0001451950-18-000001	notTransMaintMasterSecHolder	0.0	1.0	0.0	0.0	3.0	0.0		
0001451950-18-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001451950-18-000001	transMaintainMasterSecHolder	13.0	0.0	0.0	0.0	0.0	0.0		
0001451950-18-000001	securityHolderAccounts	99.0	0.25	0.0	0.0	0.75	0.0		
0001451950-18-000001	priorAgent							0	0.0
0001716848-18-000001	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001716848-18-000001	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001716848-18-000001	priorAgent							0	0.0
0001716848-18-000001	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001716848-18-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001716848-18-000001	directRegistrationSystem							0	
0001716848-18-000001	dividendAndInterest							0	0.0
0001716848-18-000001	dividendReinvDirectPurchasePlan							0	
0001716848-18-000001	currentAgent							0	0.0
0001202048-18-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001202048-18-000004	dividendReinvDirectPurchasePlan							0	
0001202048-18-000004	dividendAndInterest							132	3967222414.01
0001202048-18-000004	directRegistrationSystem							0	
0001202048-18-000004	transNotMaintMasterSecHolder	0.0	0.0	1791.0	0.0	0.0	0.0		
0001202048-18-000004	priorAgent							0	0.0
0001202048-18-000004	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001202048-18-000004	transMaintainMasterSecHolder	0.0	0.0	132.0	0.0	0.0	0.0		
0001202048-18-000004	currentAgent							0	0.0
0000838927-18-000001	notTransMaintMasterSecHolder	0.0	20.0	0.0	0.0	0.0	4.0		
0000838927-18-000001	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000838927-18-000001	transMaintainMasterSecHolder	11.0	13.0	0.0	0.0	4.0	0.0		
0000838927-18-000001	securityHolderAccounts	1.7	86.5	0.0	0.0	11.200000000000001	0.6		
0000838927-18-000001	priorAgent								
0000838927-18-000001	dividendReinvDirectPurchasePlan							0	
0000838927-18-000001	dividendAndInterest							58	187859279.3
0000838927-18-000001	directRegistrationSystem							0	
0000838927-18-000001	currentAgent							0	0.0
0001568437-18-000003	directRegistrationSystem							0	
0001568437-18-000003	priorAgent							0	0.0
0001568437-18-000003	dividendReinvDirectPurchasePlan							0	
0001568437-18-000003	dividendAndInterest							0	0.0
