ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000874230-18-000004	2	15-MAY-2017	585	571
0000874230-18-000004	6	06-NOV-2017	529	513
0000874230-18-000004	5	06-SEP-2017	785	765
0000874230-18-000004	1	08-MAR-2017	809	774
0000874230-18-000004	7	13-DEC-2017	746	724
0000874230-18-000004	3	14-JUN-2017	1224	1195
0000874230-18-000004	4	02-AUG-2017	965	941
0001451950-18-000001	2	17-SEP-2017	379	317
0001451950-18-000001	1	17-MAR-2017	2559	1485
0001716848-18-000001	1	01-DEC-2017	0	0
0001202048-18-000004	4	14-DEC-2017	14074	2237
0001202048-18-000004	2	12-JUN-2017	13476	9837
0001202048-18-000004	1	14-MAR-2017	10198	7184
0001202048-18-000004	3	15-SEP-2017	13247	9282
0000838927-18-000001	1	01-APR-2017	2	0
0001568437-18-000003	1		0	0
0001010549-18-000096	1	19-OCT-2017	1320	0
0001010549-18-000096	2	22-DEC-2017	835	0
0001669141-18-000002	1	31-DEC-2017	0	0
0001145697-18-000003	4	02-JAN-2018	1	0
0001145697-18-000003	3	03-OCT-2017	11	0
0001145697-18-000003	2	03-JUL-2017	33	0
0001145697-18-000003	1	04-JAN-2017	34	0
0001460584-18-000001	1	30-MAR-2018	0	0
0000838966-18-000001	2	01-FEB-2017	6	3
0000838966-18-000001	4	01-AUG-2017	1	0
0000838966-18-000001	5	01-OCT-2017	13	4
0000838966-18-000001	1	02-JAN-2017	1	1
0000838966-18-000001	3	01-APR-2017	8	3
0001410578-18-000184	41	20-JUN-2017	1	1
0001410578-18-000184	42	29-JUN-2017	2	2
0001410578-18-000184	43	01-JUL-2017	3690	3264
0001410578-18-000184	44	01-JUL-2017	2326	2078
0001410578-18-000184	45	08-JUL-2017	1	1
0001410578-18-000184	46	28-JUL-2017	1056	743
0001410578-18-000184	47	31-JUL-2017	108	108
0001410578-18-000184	48	01-AUG-2017	1969	1564
0001410578-18-000184	49	09-AUG-2017	5	5
0001410578-18-000184	50	19-AUG-2017	865	710
0001410578-18-000184	51	19-AUG-2017	2530	2039
0001410578-18-000184	75	26-OCT-2017	164	164
0001410578-18-000184	76	31-OCT-2017	2077	442
0001410578-18-000184	77	01-NOV-2017	895	800
0001410578-18-000184	78	01-NOV-2017	126	34
0001410578-18-000184	79	01-NOV-2017	7640	5788
0001410578-18-000184	80	01-NOV-2017	422	87
0001410578-18-000184	81	01-NOV-2017	1473	1292
0001410578-18-000184	82	10-NOV-2017	1915	1884
0001410578-18-000184	83	20-NOV-2017	132	76
0001410578-18-000184	84	28-NOV-2017	3346	629
0001410578-18-000184	85	30-NOV-2017	10	10
0001410578-18-000184	86	01-DEC-2017	1714	1693
0001410578-18-000184	87	01-DEC-2017	452	174
0001410578-18-000184	88	06-DEC-2017	90	11
0001410578-18-000184	89	14-DEC-2017	326	265
0001410578-18-000184	90	20-DEC-2017	319	225
0001410578-18-000184	91	21-DEC-2017	31	24
0001410578-18-000184	92	28-DEC-2017	1979	1503
0001410578-18-000184	1	02-JAN-2017	7097	5453
0001410578-18-000184	2	04-JAN-2017	1481	156
0001410578-18-000184	52	21-AUG-2017	2676	2037
