ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000838927-18-000001	serviceCompanyTransferAgent	1	U.S. BANK NATIONAL ASSOCIATION	085-11347	    
0000838966-18-000001	asServiceCompanyTransferAgent	1	Hancock Bank	085-00191	    
0001410578-18-000184	asServiceCompanyTransferAgent	1	Alliance Bernstein Global Investor Services, Inc.	084-01187	    
0001410578-18-000184	asServiceCompanyTransferAgent	2	ALPS Fund Services, Inc	084-05730	    
0001410578-18-000184	asServiceCompanyTransferAgent	3	American Century Services Corporation	084-01406	    
0001410578-18-000184	asServiceCompanyTransferAgent	4	American Funds Service Company	084-00316	    
0001410578-18-000184	asServiceCompanyTransferAgent	5	American Stock Transfer and Trust Company	084-00416	    
0001410578-18-000184	asServiceCompanyTransferAgent	6	Bank of New York Mellon Trust Co. NA	085-11396	    
0001410578-18-000184	asServiceCompanyTransferAgent	7	Bank of New York/Mellon	085-05006	    
0001410578-18-000184	asServiceCompanyTransferAgent	8	BNY Mellon Investment Servicing	084-01761	    
0001410578-18-000184	asServiceCompanyTransferAgent	9	DST Asset Manager Solutions Inc./TA	084-00896	    
0001410578-18-000184	asServiceCompanyTransferAgent	10	Columbia Management Investor Services Corp	084-05685	    
0001410578-18-000184	asServiceCompanyTransferAgent	11	Diamond Hill	084-06385	    
0001410578-18-000184	asServiceCompanyTransferAgent	12	Dreyfus Transfer Inc.	084-06102	    
0001410578-18-000184	asServiceCompanyTransferAgent	13	DST Systems, Inc.	084-00448	    
0001410578-18-000184	asServiceCompanyTransferAgent	14	Fidelity Investments Institutional Operations Company, Inc.	084-01839	    
0001410578-18-000184	asServiceCompanyTransferAgent	15	FIS Investor Services, LLC	084-06522	    
0001410578-18-000184	asServiceCompanyTransferAgent	16	Franklin Templeton Investor Services LLC	084-01036	    
0001410578-18-000184	asServiceCompanyTransferAgent	17	Harbor Services Group Inc.	084-05901	    
0001410578-18-000184	asServiceCompanyTransferAgent	18	Invesco Investment Services Inc	084-05432	    
0001410578-18-000184	asServiceCompanyTransferAgent	19	Janus Services, LLC	084-06024	    
0001410578-18-000184	asServiceCompanyTransferAgent	20	John Hancock Signature Services Inc/TA	084-01885	    
0001410578-18-000184	asServiceCompanyTransferAgent	21	JPMorgan Chase Bank NA	085-11399	    
0001410578-18-000184	asServiceCompanyTransferAgent	22	MFS Service Center, Inc.	084-01316	    
0001410578-18-000184	asServiceCompanyTransferAgent	23	Northeast Retirement Services LLC	084-06495	    
