ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0001440229-09-000007	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001440229-09-000007	priorAgent							0	0.0
0001440229-09-000007	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001440229-09-000007	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0001440229-09-000007	currentAgent							0	0.0
0001440229-09-000007	dividendReinvDirectPurchasePlan							0	
0001440229-09-000007	dividendAndInterest							0	0.0
0001440229-09-000007	directRegistrationSystem							0	
0001440229-09-000007	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000027048-09-000014	dividendReinvDirectPurchasePlan							2612	
0000027048-09-000014	transMaintainMasterSecHolder	0.0	0.0	2588.0	7.0	0.0	17.0		
0000027048-09-000014	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0000027048-09-000014	priorAgent							0	0.0
0000027048-09-000014	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000027048-09-000014	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000027048-09-000014	dividendAndInterest							2612	22912510105.0
0000027048-09-000014	directRegistrationSystem							17	
0000027048-09-000014	currentAgent							0	0.0
0000866160-09-000001	notTransMaintMasterSecHolder								
0000866160-09-000001	dividendReinvDirectPurchasePlan								
0000866160-09-000001	dividendAndInterest								
0000866160-09-000001	directRegistrationSystem								
0000866160-09-000001	transNotMaintMasterSecHolder								
0000866160-09-000001	priorAgent								
0000866160-09-000001	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000866160-09-000001	transMaintainMasterSecHolder								
0000866160-09-000001	currentAgent								
0001227022-09-000008	notTransMaintMasterSecHolder								
0001227022-09-000008	priorAgent								
0001227022-09-000008	securityHolderAccounts	90.0	0.0	0.0	0.0	10.0	0.0		
0001227022-09-000008	transMaintainMasterSecHolder								
0001227022-09-000008	transNotMaintMasterSecHolder								
0001227022-09-000008	dividendAndInterest								
0001227022-09-000008	directRegistrationSystem								
0001227022-09-000008	currentAgent								
0001227022-09-000008	dividendReinvDirectPurchasePlan								
0001227022-09-000004	dividendReinvDirectPurchasePlan								
0001227022-09-000004	dividendAndInterest								
0001227022-09-000004	directRegistrationSystem								
0001227022-09-000004	currentAgent								
0001227022-09-000004	notTransMaintMasterSecHolder								
0001227022-09-000004	transNotMaintMasterSecHolder								
0001227022-09-000004	transMaintainMasterSecHolder								
0001227022-09-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0001227022-09-000004	priorAgent								
0000841219-09-000003	transMaintainMasterSecHolder								
0000841219-09-000003	securityHolderAccounts								
0000841219-09-000003	priorAgent								
0000841219-09-000003	notTransMaintMasterSecHolder								
0000841219-09-000003	transNotMaintMasterSecHolder								
0000841219-09-000003	directRegistrationSystem								
0000841219-09-000003	dividendAndInterest								
0000841219-09-000003	dividendReinvDirectPurchasePlan								
0000841219-09-000003	currentAgent								
0001144204-09-052599	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001144204-09-052599	transMaintainMasterSecHolder	0.0	0.0	6.0	0.0	0.0	0.0		
0001144204-09-052599	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001144204-09-052599	priorAgent							0	0.0
0001144204-09-052599	currentAgent							0	0.0
0001144204-09-052599	dividendReinvDirectPurchasePlan							6	
0001144204-09-052599	dividendAndInterest							6	18618961.0
0001144204-09-052599	directRegistrationSystem							6	
0001144204-09-052599	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000774710-09-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000774710-09-000004	transMaintainMasterSecHolder	1.0	0.0	0.0	0.0	0.0	0.0		
0000774710-09-000004	securityHolderAccounts	100.0	0.0	0.0	0.0	0.0	0.0		
0000774710-09-000004	priorAgent							0	0.0
0000774710-09-000004	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000774710-09-000004	dividendReinvDirectPurchasePlan							0	
0000774710-09-000004	dividendAndInterest							1	5763101.0
0000774710-09-000004	directRegistrationSystem							0	
0000774710-09-000004	currentAgent							0	0.0
