ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000817712-09-000014	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City  64105
0001018490-09-000021	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3012  New York  10005-2836
0000088525-09-000666	asServiceCompany	1	Rydex Fund Services, Inc.	084-05475	9601 Blackwell Road Suite 500 Rockville  20850
0001073944-09-000005	asServiceCompany	1	SEI Investment Management Company	084-01318	1 Freedom Valley Drive  Oaks  19456
0000772037-09-000015	serviceCompany	1	Boston Financial Data Services, Inc.	084-00896	Two Heritage Drive  North Quincy  02190
0000027048-09-000014	asServiceCompanyTransferAgent	1	Thrivent Financial investor Services Inc.	084-01547	    
0000027048-09-000014	asServiceCompanyTransferAgent	2	State Street Bank & Trust Company	085-05003	    
0000027048-09-000014	asServiceCompanyTransferAgent	3	DWS Investments Service Company	084-01713	    
0000027048-09-000014	asServiceCompanyTransferAgent	4	Van Kampen Investor Services, Inc.	084-01621	    
0000027048-09-000014	asServiceCompanyTransferAgent	5	State Farm Investment Management Corp	084-00839	    
0000027048-09-000014	asServiceCompanyTransferAgent	6	Delaware Service Company, Inc.	084-01640	    
0000027048-09-000014	asServiceCompanyTransferAgent	7	Transamerica Fund Services, Inc.	084-06130	    
0000027048-09-000014	asServiceCompanyTransferAgent	8	American Century Services, LLC	084-01406	    
0000027048-09-000014	asServiceCompanyTransferAgent	9	Hartford Administrative Services Company	084-00353	    
0000027048-09-000014	asServiceCompanyTransferAgent	10	Morgan Stanley Trust	085-15003	    
0000027048-09-000014	asServiceCompanyTransferAgent	11	Morgan Stanley Services Company	084-06270	    
0000027048-09-000014	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0000027048-09-000014	serviceCompanyTransferAgent	2	National Financial Data Services, Inc.	084-01078	    
0000842657-09-000029	serviceCompany	1	DST Systems	084-00448	333 West 11th St.  Kansas City  64105
0000862124-09-000014	asServiceCompany	1	Citibank N.A.	085-10232	111 Wall Street  New York  10043
0000862124-09-000014	serviceCompany	1	National Financial Services, LLC	084-05888	200 Liberty Street  New York  10281
0000862124-09-000014	serviceCompany	2	Fidelity Business Services India Private Limited	084-06287	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore  560071
0001144204-09-063705	asServiceCompany	1	Pioneer Investment Management Shareholder Services Inc.	084-01359	60 State Street 16th Floor Boston  07109
0001144204-09-063705	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street  New York  10005
0001352392-09-000273	serviceCompany	1	Continental Stock Transfer	084-00034	17 Battery Place 8th Floor New York  10004
0001352392-09-000271	serviceCompany	1	Island Stock Transfer	084-06085	100 Second Ave. South 300N St. Petersburg  33701
0000788603-09-000010	asServiceCompany	1	State Street Bank and Trust Company	085-05003	One Lincoln Street  Boston  02111-2900
0000788603-09-000010	asServiceCompany	2	DST Systems, Inc.	084-00448	333 W. 11th Street  Kansas City  64105
