ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000769188-18-000002	serviceCompany	1	DST Asset Manager Solutions, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0000896852-18-000012	serviceCompanyTransferAgent	1	Invesco Canada Ltd/Invesco Canada Ltee, dba Invesco Enterprise Services/Services Enterprise Invesco, and Invesco	084-06210	    
0000896852-18-000011	asServiceCompanyTransferAgent	1	Invesco Investment Services, Inc.	084-05432	    
0001285911-18-000003	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Drive  Westborough MA 01581
0000950123-18-009378	serviceCompany	1	DST Systems, Inc.	084-00448	210 W. 10th Street  Kansas City MO 64105
0000950123-18-009378	serviceCompany	2	DST Asset Manager Solutions, Inc.	084-00896	2000 Crown Colony Drive  Quincy MA 02169
0001452780-18-000003	asServiceCompany	1	DST Systems, Inc.	084-00448	210 W 10th Street  Kansas City MO 64105
0000913181-18-000003	asServiceCompany	1	Gemini Fund Services	084-06083	4020 S 147th Street  Omaha NE 68137
0001018490-18-000012	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	2000 Avenue of the Stars, 9th Floor  Los Angeles CA 90067
0001018490-18-000012	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0000842657-18-000021	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001146032-18-000007	serviceCompanyTransferAgent	1	BNY MELLON INVESTMENT SERVICING (US) INC	084-01761	    
0000817712-18-000007	serviceCompany	1	DST Systems, Inc.	084-00448	301 W. 11th Street  Kansas City MO 64105
0001548847-18-000011	asServiceCompany	1	SS&C (USA) Inc.	084-06471	4 Times Square 6th Floor New York NY 10036
0001548847-18-000010	serviceCompany	1	SS&C (Canada) Limited	084-06469	1 Robert Speck Parkway Suite 1400 Mississauga A6 L4Z3M3
0001718015-18-000002	serviceCompany	1	Nevada Agency and Transfer Company	084-00076	50 W Liberty St Ste 880  Reno NV 89501
0001718015-18-000002	serviceCompany	2	VStock Transfer, LLC	084-06380	77 Spruce St, Suite 201  Cedarhurst NY 11516
