ACCESSION_NUMBER	ACCT_HOLDER_TYPE	EQUITYSECURITY	DEBTSECURITY	OPENENDINVESTMENTCOMPANY	LIMITEDPARTNERSHIP	MUNICIPALDEBT	OTHER	NUMBERISSUES	AMOUNTISSUES
0000839287-17-000004	currentAgent							0	0.0
0000839287-17-000004	dividendReinvDirectPurchasePlan							175	
0000839287-17-000004	securityHolderAccounts	0.89	0.0	77.66	2.7	0.0	18.75		
0000839287-17-000004	priorAgent							0	0.0
0000839287-17-000004	transMaintainMasterSecHolder	9.0	0.0	19.0	16.0	0.0	892.0		
0000839287-17-000004	dividendAndInterest							2406	54683331181.7
0000839287-17-000004	directRegistrationSystem							12	
0000839287-17-000004	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000839287-17-000004	notTransMaintMasterSecHolder	8.0	0.0	1409.0	81.0	0.0	2030.0		
0000839287-17-000003	transMaintainMasterSecHolder	6.0	0.0	65.0	42.0	0.0	1083.0		
0000839287-17-000003	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0000839287-17-000003	priorAgent							0	0.0
0000839287-17-000003	securityHolderAccounts	1.47	0.0	80.89	3.11	0.0	14.530000000000001		
0000839287-17-000003	notTransMaintMasterSecHolder	3.0	0.0	1253.0	27.0	0.0	844.0		
0000839287-17-000003	dividendReinvDirectPurchasePlan							153	
0000839287-17-000003	dividendAndInterest							4414	50990878507.0
0000839287-17-000003	directRegistrationSystem							5	
0000839287-17-000003	currentAgent							0	0.0
0001170078-17-000005	priorAgent							0	0.0
0001170078-17-000005	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001170078-17-000005	dividendReinvDirectPurchasePlan							330	
0001170078-17-000005	dividendAndInterest							323	3893061650.0
0001170078-17-000005	securityHolderAccounts	0.0	0.0	100.0	0.0	0.0	0.0		
0001170078-17-000005	currentAgent							0	0.0
0001170078-17-000005	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001170078-17-000005	transMaintainMasterSecHolder	0.0	0.0	100.0	0.0	0.0	0.0		
0001170078-17-000005	directRegistrationSystem							0	
0001103598-17-000008	directRegistrationSystem							0	
0001103598-17-000008	dividendAndInterest							0	0.0
0001103598-17-000008	dividendReinvDirectPurchasePlan							0	
0001103598-17-000008	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001103598-17-000008	priorAgent							0	0.0
0001103598-17-000008	securityHolderAccounts	0.0	0.0	0.0	0.0	0.0	0.0		
0001103598-17-000008	currentAgent							0	0.0
0001103598-17-000008	transMaintainMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001103598-17-000008	transNotMaintMasterSecHolder	0.0	0.0	394.0	0.0	0.0	0.0		
0001018490-17-000019	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000019	transMaintainMasterSecHolder	0.0	38013.0	0.0	0.0	0.0	0.0		
0001018490-17-000019	securityHolderAccounts	0.0	100.0	0.0	0.0	0.0	0.0		
0001018490-17-000019	priorAgent							1	1010000.0
0001018490-17-000019	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000019	dividendReinvDirectPurchasePlan							0	
0001018490-17-000018	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000019	directRegistrationSystem							0	
0001018490-17-000019	currentAgent							0	0.0
0001018490-17-000019	dividendAndInterest							67226	73257105036.05
0001018490-17-000018	transMaintainMasterSecHolder	0.0	36120.0	0.0	0.0	0.0	0.0		
0001018490-17-000018	securityHolderAccounts	0.0	100.0	0.0	0.0	0.0	0.0		
0001018490-17-000018	priorAgent							0	0.0
0001018490-17-000018	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001018490-17-000018	dividendAndInterest							57580	72317758986.0
0001018490-17-000018	directRegistrationSystem							0	
0001018490-17-000018	currentAgent							0	0.0
0001018490-17-000018	dividendReinvDirectPurchasePlan							0	
0001493152-17-006047	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001493152-17-006047	transMaintainMasterSecHolder	173.0	7.0	0.0	0.0	0.0	0.0		
0001493152-17-006047	securityHolderAccounts	96.11	3.89	0.0	0.0	0.0	0.0		
0001493152-17-006047	priorAgent							0	0.0
0001493152-17-006047	currentAgent							0	0.0
0001493152-17-006047	dividendReinvDirectPurchasePlan							1	
0001493152-17-006047	dividendAndInterest							5	7580884.25
0001493152-17-006047	directRegistrationSystem							135	
0001493152-17-006047	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001213900-17-005986	notTransMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001213900-17-005986	priorAgent							0	0.0
0001213900-17-005986	securityHolderAccounts	81.11	18.89	0.0	0.0	0.0	0.0		
0001213900-17-005986	transMaintainMasterSecHolder	142.0	179.0	0.0	0.0	0.0	0.0		
0001213900-17-005986	transNotMaintMasterSecHolder	0.0	0.0	0.0	0.0	0.0	0.0		
0001213900-17-005986	dividendAndInterest							126	13164177.53
0001213900-17-005986	directRegistrationSystem							0	
