ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001140361-19-011939	asServiceCompany	1	TSX Trust Co	084-06502	100 Adelaide St. West Suite 301 Toronto A6 M5H 5S3
0001520138-19-000205	serviceCompany	1	Direct Transfer, LLC.	084-06338	500 Perimter Park Drive Suite # D Morrisville NC 27560
0001520138-19-000205	serviceCompany	2	West Coast Stock Transfer, Inc.	084-06347	721 N. Vulcan Ave. Ste. Ste. 205 Encinitas CA 92024
0001020337-19-000003	serviceCompany	1	DST Asset Manager Solutions, Inc.	084-00896	330 W 9th St  Kansas City MO 64105
0000842657-19-000006	serviceCompany	1	DST Systems, Inc.	084-00448	333 West 11th Street  Kansas City MO 64105
0001018490-19-000008	asServiceCompany	1	Deutsche Bank National Trust Company	085-11220	1999 Avenue of the Stars, Ste. 3750  Los Angeles CA 90067
0001018490-19-000008	asServiceCompany	2	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street Mail Stop NYC60-1635 New York NY 10005-2836
0000896852-19-000016	asServiceCompany	1	INVESCO INVESTMENT SERVICES, INC.	084-05432	11 GREENWAY PLAZA STE 1000  HOUSTON TX 77046
0001451316-19-000006	asServiceCompany	1	Franklin Templeton Investor Services, Inc.	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0001432531-19-000013	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova CA 95670
0001432532-19-000006	asServiceCompany	1	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive, ATTN: GRC US  Rancho Cordova CA 95670
0000353291-19-000007	serviceCompany	1	Franklin Templeton International Service (India) Private Limited	084-06303	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
0000353291-19-000007	serviceCompany	2	Franklin Templeton Investments Poland sp. z o.o.	084-06302	Andersia Tower Plac Andersia 3, 14th Floor Poznan R9 61-894
0000353291-19-000007	serviceCompany	3	Franklin Templeton Investment Services GmbH	084-06340	Mainzer Landstrasse 16  D-60325 Frankfurt am Main 2M D-60325
0001146230-19-000005	asServiceCompany	1	Citibank, N.A.	085-10232	111 Wall Street  New York NY 10043
0001146230-19-000005	asServiceCompany	2	Computershare Trust Company, N.A.	085-11340	150 Royall Street  Canton MA 02021-1011
