ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0000721748-12-000006	serviceCompanyTransferAgent	1	Continental Stock Transfer	084-00034	    
0000950123-12-005523	serviceCompanyTransferAgent	1	Oppenheimer Fund Services	084-01562	    
0000950123-12-005521	serviceCompanyTransferAgent	1	Equity Financial Trust Company	084-01990	    
0001253179-12-000002	serviceCompanyTransferAgent	1	Rydex Fund Services	084-05475	    
0000088525-12-000176	asServiceCompanyTransferAgent	1	Rydex Fund Services, LLC	084-06285	    
0000882734-12-000003	asServiceCompanyTransferAgent	1	Allied Stock Transfer	084-06171	    
0000839287-12-000002	asServiceCompanyTransferAgent	1	Goldman Sachs & Co	084-01100	    
0000839287-12-000002	asServiceCompanyTransferAgent	2	Russell Fund Services Company	084-06276	    
0000839287-12-000002	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc	084-00896	    
0000839287-12-000002	serviceCompanyTransferAgent	2	DST Systems, Inc	084-00448	    
0000839287-12-000002	serviceCompanyTransferAgent	3	National Financial Data Services, Inc	084-01078	    
0000839287-12-000002	serviceCompanyTransferAgent	4	Computershare Shareholder Services, Inc	084-05925	    
0000839287-12-000002	serviceCompanyTransferAgent	5	DWS Investment Services Company	084-01713	    
0000950123-12-005507	serviceCompanyTransferAgent	1	Wells Fargo	085-10133	    
0001295361-12-000001	serviceCompanyTransferAgent	1	Worldwide Stock Transfer	084-06153	    
0001295361-12-000001	serviceCompanyTransferAgent	2	Island Stock Transfer	084-06085	    
0000769188-12-000002	serviceCompanyTransferAgent	1	Boston Financial Data Services, Inc.	084-00896	    
0001218371-12-000005	serviceCompanyTransferAgent	1	American Stock Transfer Company & Trust, LLC	084-00416	    
0001104659-12-022657	serviceCompanyTransferAgent	1	Wells Farge Bank, N.A. Shareowner Services Department	085-10221	    
0001352156-12-000002	asServiceCompanyTransferAgent	1	Reich & Tang Services, Inc.	084-02007	    
0001352156-12-000002	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0001145896-12-000002	serviceCompanyTransferAgent	1	Registrar and Transfer Co.	084-00436	    
0001064418-12-000002	asServiceCompanyTransferAgent	1	American Stock Transfer and Trust Co.	084-00416	    
0001064418-12-000002	asServiceCompanyTransferAgent	2	Fidelity Investments Institutional Operations Co.	084-01839	    
0001064418-12-000002	asServiceCompanyTransferAgent	3	Frank Russell Trust Co.	084-01626	    
0001064418-12-000002	asServiceCompanyTransferAgent	4	First American Funds, Inc.	085-11357	    
0000854729-12-000002	asServiceCompanyTransferAgent	1	UMB Bank & Trust, National Association	085-11314	    
0001455353-12-000001	serviceCompanyTransferAgent	1	Direct Transfer LLC	084-06338	    
0001283467-12-000001	serviceCompanyTransferAgent	1	Registrar and Transfer Company	084-00436	    
0000230234-12-000003	serviceCompanyTransferAgent	1	J P Morgan Trust Company	085-11351	    
0001146230-12-000004	asServiceCompanyTransferAgent	1	Citibank, N.A.	085-10232	    
0001146230-12-000004	asServiceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001146230-12-000004	asServiceCompanyTransferAgent	3	Computershare Investor Services Inc.	084-06111	    
0001146230-12-000004	asServiceCompanyTransferAgent	4	State Street Bank and Trust Company	085-05003	    
0001146230-12-000004	asServiceCompanyTransferAgent	5	Computershare Trust Company, N.A.	085-11340	    
0001146230-12-000004	asServiceCompanyTransferAgent	6	Computershare Investor Services, LLC	084-05849	    
0001146230-12-000004	serviceCompanyTransferAgent	1	The Colbent Corporation	084-05927	    
0001146230-12-000004	serviceCompanyTransferAgent	2	Computershare Trust Company of Canada	084-06112	    
0001103598-12-000003	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0001146277-12-000002	asServiceCompanyTransferAgent	1	CITIBank, N.A.	085-10232	    
0001146277-12-000002	asServiceCompanyTransferAgent	2	American Stock Transfer	084-00416	    
0001204459-12-000651	asServiceCompanyTransferAgent	1	CIBC Mellon Trust Company	084-06096	    
0000838141-12-000002	asServiceCompanyTransferAgent	1	Whitney Bank	085-00741	    
0000838141-12-000002	asServiceCompanyTransferAgent	2	Hancock Bank of Alabama	085-00905	    
0001144204-12-017954	asServiceCompanyTransferAgent	1	Pioneer Investment Management Shareholder Services, Inc	084-01359	    
0001144204-12-017954	asServiceCompanyTransferAgent	2	Deutsche Bank Trust Company Americas	085-05212	    
0001145959-12-000004	serviceCompanyTransferAgent	1	UMB Bank, National Association	085-10225	    
0000784554-12-000019	serviceCompanyTransferAgent	1	Worldwide Stock Transfer, LLC	084-06153	    
0000784554-12-000018	serviceCompanyTransferAgent	1	Worldwide Stock Transfer, LLC	084-06153	    
0000027048-12-000003	asServiceCompanyTransferAgent	1	Thrivent Financial Investor Services, Inc.	084-01547	    
0000027048-12-000003	asServiceCompanyTransferAgent	2	State Street Bank & Trust	085-05003	    
0000027048-12-000003	asServiceCompanyTransferAgent	3	DWS Investments Service Company	084-01713	    
0000027048-12-000003	asServiceCompanyTransferAgent	4	State Farm Investment Management Corp	084-00839	    
