ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001451217-16-000009	serviceCompany	1	UMB Funds Services, Inc.	084-05792	803 West Michigan Street Suite A Milwaukee  53233
0000896852-16-000045	asServiceCompany	1	Invesco Investment Services, Inc	084-05432	11 Greenway Plaza Ste 1000  Houston  77046
0000737074-16-000010	serviceCompany	1	BNY Mellon Investment Servicing (US) Inc.	084-01761	4400 Computer Dr.  Westborough  01581
0000019617-16-001021	asServiceCompanyTransferAgent	1	Vantagepoints Transfer Agents, LLC	084-05796	    
0000019617-16-001021	asServiceCompanyTransferAgent	2	Nationwide Fund Services	084-00825	    
0000019617-16-001021	serviceCompanyTransferAgent	1	Boston Financial Data Services	084-00896	    
0000019617-16-001021	serviceCompanyTransferAgent	2	Wells Fargo Bank, NA	085-10133	    
0000019617-16-001021	serviceCompanyTransferAgent	3	Bank of New York	085-11396	    
0000019617-16-001021	serviceCompanyTransferAgent	4	U.S. Bancorp	085-11357	    
0000810704-16-000014	asServiceCompany	1	BNY Mellon Investments Servicing (US) Inc. fka PNC Global Investment Services, Inc.	084-01761	400 Bellevue Parkway  Wilmington  19809
0000810704-16-000014	asServiceCompany	2	Pioneer Investment Management Shareholder Services	084-01359	60 State Street  Boston  02109
0000810704-16-000014	asServiceCompany	3	American Century Services, LLC	084-01406	4500 Main Street  Kansas City  64111
0000810704-16-000014	asServiceCompany	4	Invesco Investment Services Inc	084-05432	11 Greenway Plaza Ste. 100  Houston  77046
0000810704-16-000014	asServiceCompany	5	Franklin Templeton Investor Services, LLC	084-01036	3344 Quality Drive  Rancho Cordova  95670
0000740583-16-000458	asServiceCompanyTransferAgent	1	Rydex Fund Services, LLC	084-05475	    
0000950123-16-017873	asServiceCompany	1	Equity Financial Trust Company	084-01990	200 UNIVERSITY AVE, SUITE 400 TORONTO  MSH 4H1
0001288777-16-000013	asServiceCompany	1	Computershare Investor Services Inc.	084-06111	100 University Avenue 8th floor Toronto  M5J 2Y1
0001288777-16-000013	asServiceCompany	2	Computershare Inc.	084-05925	250 Royall Street  Canton  02021
0001288777-16-000013	asServiceCompany	3	Computershare Trust Company, N.A.	085-11340	250 Royall Street  Canton  02021
