ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000275143-21-000006	3	22-JAN-2020	45	15
0000275143-21-000006	4	23-JAN-2020	30	11
0000275143-21-000006	5	10-FEB-2020	39	2
0000275143-21-000006	6	18-FEB-2020	3161	1035
0000275143-21-000006	7	24-FEB-2020	77	26
0000275143-21-000006	8	10-MAR-2020	6	0
0000275143-21-000006	9	16-MAR-2020	2140	679
0000275143-21-000006	10	23-MAR-2020	71	20
0000275143-21-000006	11	13-APR-2020	26	4
0000275143-21-000006	12	15-APR-2020	4563	1351
0000275143-21-000006	13	22-APR-2020	88	19
0000275143-21-000006	14	23-APR-2020	72	3
0000275143-21-000006	15	11-MAY-2020	22	3
0000275143-21-000006	16	15-MAY-2020	1767	573
0000275143-21-000006	17	22-MAY-2020	32	3
0000275143-21-000006	18	26-MAY-2020	22	4
0000275143-21-000006	19	10-JUN-2020	3	1
0000275143-21-000006	20	15-JUN-2020	2660	917
0000275143-21-000006	21	22-JUN-2020	59	7
0000275143-21-000006	22	23-JUN-2020	28	3
0000275143-21-000006	23	10-JUL-2020	27	0
0000275143-21-000006	24	15-JUL-2020	4279	1117
0000275143-21-000006	25	22-JUL-2020	133	37
0000275143-21-000006	26	23-JUL-2020	22	6
0000275143-21-000006	27	27-JUL-2020	8	2
0000275143-21-000006	28	10-AUG-2020	33	6
0000275143-21-000006	29	17-AUG-2020	9200	1402
0000275143-21-000006	30	24-AUG-2020	129	32
0000275143-21-000006	31	10-SEP-2020	16	3
0000275143-21-000006	32	15-SEP-2020	2386	725
0000275143-21-000006	33	22-SEP-2020	57	16
0000275143-21-000006	34	23-SEP-2020	82	6
0000275143-21-000006	35	12-OCT-2020	33	7
0000275143-21-000006	36	15-OCT-2020	3402	537
0000275143-21-000006	37	22-OCT-2020	77	9
0000275143-21-000006	38	23-OCT-2020	12	4
0000275143-21-000006	39	10-NOV-2020	10	0
0000275143-21-000006	42	10-DEC-2020	7	0
0000275143-21-000006	43	15-DEC-2020	2390	404
0000275143-21-000006	44	22-DEC-2020	57	9
0000275143-21-000006	45	23-DEC-2020	18	1
0000275143-21-000005	1	10-JAN-2019	21	5
0000275143-21-000005	46	23-DEC-2019	142	17
0000275143-21-000005	3	22-JAN-2019	42	24
0000275143-21-000005	4	23-JAN-2019	10	5
0000275143-21-000005	5	11-FEB-2019	21	4
0000275143-21-000005	6	15-FEB-2019	4584	1345
0000275143-21-000005	7	22-FEB-2019	78	7
0000275143-21-000005	8	25-FEB-2019	45	18
0000275143-21-000005	9	11-MAR-2019	14	6
0000275143-21-000005	10	15-MAR-2019	2762	830
0000275143-21-000005	11	22-MAR-2019	78	28
0000275143-21-000005	12	25-MAR-2019	18	6
0000275143-21-000005	13	10-APR-2019	222	10
0000275143-21-000005	14	15-APR-2019	2324	684
0000275143-21-000005	15	22-APR-2019	33	10
0000275143-21-000005	16	23-APR-2019	44	8
0000275143-21-000005	17	10-MAY-2019	16	1
0000275143-21-000005	18	15-MAY-2019	4712	1478
0000275143-21-000005	19	22-MAY-2019	83	37
0000275143-21-000005	20	23-MAY-2019	36	11
0000275143-21-000005	21	10-JUN-2019	1	0
0000275143-21-000005	22	17-JUN-2019	5071	1316
0000275143-21-000005	23	24-JUN-2019	261	71
0000275143-21-000005	24	10-JUL-2019	55	4
0000275143-21-000005	25	15-JUL-2019	6097	1553
0000275143-21-000005	26	22-JUL-2019	76	37
0000275143-21-000005	27	23-JUL-2019	514	67
0000275143-21-000005	28	25-JUL-2019	2	0
0000275143-21-000005	29	12-AUG-2019	27	2
0000275143-21-000005	30	15-AUG-2019	3318	759
0000275143-21-000005	31	22-AUG-2019	38	15
0000275143-21-000005	32	23-AUG-2019	40	9
0000275143-21-000005	33	10-SEP-2019	7	0
0000275143-21-000005	34	16-SEP-2019	3395	939
0000275143-21-000005	35	23-SEP-2019	132	32
0000275143-21-000005	36	10-OCT-2019	20	4
0000275143-21-000005	37	15-OCT-2019	5503	1032
0000275143-21-000005	38	22-OCT-2019	105	26
0000275143-21-000005	39	23-OCT-2019	38	9
0000275143-21-000005	40	11-NOV-2019	214	18
0000275143-21-000005	41	15-NOV-2019	6826	1310
0000275143-21-000005	42	22-NOV-2019	76	20
0000275143-21-000005	43	25-NOV-2019	63	17
0000275143-21-000005	44	10-DEC-2019	10	0
0000275143-21-000005	45	16-DEC-2019	3613	646
0000275143-21-000005	2	15-JAN-2019	1772	602
