ACCESSION_NUMBER	DBSEARCH_ID	DATABASESEARCHDATE	NUMBERLOSTACCOUNTSSEARCHED	NUMBERADDRESSESFROMSEARCH
0000898432-11-001460	11	12-JUL-2010	1181	432
0000898432-11-001460	10	25-MAY-2010	3622	379
0000898432-11-001460	13	30-JUL-2010	785	194
0000898432-11-001460	14	30-JUL-2010	1454	393
0000898432-11-001460	15	30-JUL-2010	400	84
0000898432-11-001460	16	30-JUL-2010	1232	473
0000898432-11-001460	17	13-AUG-2010	311	180
0000898432-11-001460	18	31-AUG-2010	1929	835
0000898432-11-001460	19	20-SEP-2010	46	3
0000898432-11-001460	20	30-SEP-2010	494	200
0000898432-11-001460	21	29-OCT-2010	1690	900
0000898432-11-001460	22	29-NOV-2010	41	16
0000898432-11-001460	23	30-NOV-2010	260	104
0000898432-11-001460	24	30-NOV-2010	2426	662
0000898432-11-001460	25	01-DEC-2010	1496	220
0000898432-11-001460	26	03-DEC-2010	925	86
0000898432-11-001460	12	25-JUL-2010	1129	92
0000898432-11-001460	9	21-MAY-2010	1	0
0000898432-11-001460	8	10-MAY-2010	1	0
0000898432-11-001460	7	03-MAY-2010	123	13
0000898432-11-001460	6	06-APR-2010	1	0
0000898432-11-001460	5	31-MAR-2010	326	97
0000898432-11-001460	4	22-MAR-2010	440	247
0000898432-11-001460	3	01-MAR-2010	247	115
0000898432-11-001460	2	01-MAR-2010	4869	1558
0000898432-11-001460	1	25-JAN-2010	897	413
0001139578-11-000011	11	15-DEC-2010	41	15
0001139578-11-000011	10	15-NOV-2010	4	4
0001139578-11-000011	9	14-OCT-2010	7	3
0001139578-11-000011	8	15-SEP-2010	23	12
0001139578-11-000011	7	16-AUG-2010	13	2
0001139578-11-000011	1	16-FEB-2010	15	7
0001139578-11-000011	5	15-JUN-2010	16	7
0001139578-11-000011	4	15-MAY-2010	10	4
0001139578-11-000011	3	15-APR-2010	162	63
0001139578-11-000011	2	15-MAR-2010	25	17
0001139578-11-000011	6	15-JUL-2010	7	0
0000854922-11-000008	20	15-SEP-2009	353	161
0000854922-11-000008	21	18-MAY-2009	5168	2768
0000854922-11-000008	18	27-JAN-2009	647	277
0000854922-11-000008	17	06-JAN-2009	5889	2398
0000854922-11-000008	16	15-JUL-2009	3810	1153
0000854922-11-000008	15	22-APR-2009	33	11
0000854922-11-000008	14	22-APR-2009	1046	213
0000854922-11-000008	13	18-NOV-2009	49	21
0000854922-11-000008	12	16-MAR-2009	78	25
0000854922-11-000008	11	08-APR-2009	1	0
0000854922-11-000008	10	10-APR-2009	462	134
0000854922-11-000008	9	22-APR-2009	970	420
0000854922-11-000008	8	04-MAR-2009	173	51
0000854922-11-000008	7	16-MAR-2009	8986	4074
0000854922-11-000008	6	18-MAR-2009	20122	11119
0000854922-11-000008	5	06-JAN-2009	6	3
0000854922-11-000008	4	24-JUL-2009	5	2
0000854922-11-000008	3	24-AUG-2009	335	103
0000854922-11-000008	2	04-AUG-2009	10214	3688
0000854922-11-000008	1	25-JUN-2009	2059	327
0000854922-11-000008	19	10-MAR-2009	5	1
0000854922-11-000007	21	09-JUL-2010	2089	339
0000854922-11-000007	20	06-JUL-2010	75	19
0000854922-11-000007	19	04-JAN-2010	78	24
0000854922-11-000007	18	06-JUL-2010	15028	5600
0000854922-11-000007	17	04-JAN-2010	7947	3447
0000854922-11-000007	16	06-JUL-2010	140	23
0000854922-11-000007	15	04-JAN-2010	749	152
0000854922-11-000007	14	06-JUL-2010	45	16
0000854922-11-000007	13	06-JUL-2010	5	0
0000854922-11-000007	12	04-JAN-2010	4	0
0000854922-11-000007	11	06-JUL-2010	26	13
0000854922-11-000007	10	04-JAN-2010	371	77
0000854922-11-000007	9	06-JUL-2010	425	246
0000854922-11-000007	8	04-JAN-2010	675	279
0000854922-11-000007	7	18-MAR-2010	5	4
0000854922-11-000007	6	06-JUL-2010	475	152
0000854922-11-000007	5	04-JAN-2010	86	40
0000854922-11-000007	4	06-JUL-2010	21119	9397
0000854922-11-000007	3	04-JAN-2010	16181	8254
0000854922-11-000007	1	30-MAR-2010	462	211
0000854922-11-000007	2	09-DEC-2010	755	267
0000853452-11-000004	1	07-JUL-2010	0	0
0000839303-11-000002	1	07-OCT-2011	0	0
