ACCESSION_NUMBER	ENTITYNAME	ACTIVITIESCONDUCTEDENTITYNAME	WITHDRAWALDESCRIPTION	LASTACTIONDATE	FUTURETRANSFERAGENTFUNCTIONS	SUBJECTOFPROCEEDINGSINVOLVED	UNSATISFIEDJUDGEMENTSORLIENINV	SUCCESSORTRANSFERAGENTS
0001104659-20-140199	BCC LP INC /TA		Product line serviced by the registrant has been sold.	15-DEC-2020	N	N	N	Y
0001747870-20-000004	Templum TA Services LLC		Templum TA Services was never utilized and was cancelled with the State of Delaware	20-APR-2020	N	N	N	N
0001007444-20-000014	LPL Financial LLC /TA		LPL Financial LLC is not acting as a transfer agent.	01-JAN-2009	N	N	N	N
